contigName	contigLen	totalAvgDepth	17119-05-01-243200068.sort.bam	17119-05-01-243200068.sort.bam-var	17119-05-02-243200066.sort.bam	17119-05-02-243200066.sort.bam-var	17119-05-03-243200095.sort.bam	17119-05-03-243200095.sort.bam-var	17119-05-04-243200101.sort.bam	17119-05-04-243200101.sort.bam-var	17119-05-05-243200087.sort.bam	17119-05-05-243200087.sort.bam-var	17119-05-06-243200069.sort.bam	17119-05-06-243200069.sort.bam-var	17119-05-07-243200099.sort.bam	17119-05-07-243200099.sort.bam-var	17119-05-08-243200071.sort.bam	17119-05-08-243200071.sort.bam-var	17119-05-09-243200070.sort.bam	17119-05-09-243200070.sort.bam-var	17119-05-10-243200096.sort.bam	17119-05-10-243200096.sort.bam-var	17119-05-11-243200091.sort.bam	17119-05-11-243200091.sort.bam-var	17119-05-12-243200081.sort.bam	17119-05-12-243200081.sort.bam-var	17119-05-13-243200076.sort.bam	17119-05-13-243200076.sort.bam-var	17119-05-14-243200089.sort.bam	17119-05-14-243200089.sort.bam-var	17119-05-15-243200093.sort.bam	17119-05-15-243200093.sort.bam-var	17119-05-16-243200072.sort.bam	17119-05-16-243200072.sort.bam-var	17119-05-17-243200086.sort.bam	17119-05-17-243200086.sort.bam-var	17119-05-18-243200100.sort.bam	17119-05-18-243200100.sort.bam-var	17119-05-19-243200062.sort.bam	17119-05-19-243200062.sort.bam-var	17119-05-20-243200063.sort.bam	17119-05-20-243200063.sort.bam-var	17119-05-21-243200075.sort.bam	17119-05-21-243200075.sort.bam-var	17119-05-22-243200094.sort.bam	17119-05-22-243200094.sort.bam-var	17119-05-23-243200073.sort.bam	17119-05-23-243200073.sort.bam-var	17119-05-24-243200088.sort.bam	17119-05-24-243200088.sort.bam-var	17119-05-25-243200085.sort.bam	17119-05-25-243200085.sort.bam-var	17119-05-26-243200098.sort.bam	17119-05-26-243200098.sort.bam-var	17119-05-27-243200083.sort.bam	17119-05-27-243200083.sort.bam-var	17119-05-28-243200078.sort.bam	17119-05-28-243200078.sort.bam-var	17119-05-30-243200082.sort.bam	17119-05-30-243200082.sort.bam-var	17119-05-31-243200080.sort.bam	17119-05-31-243200080.sort.bam-var	17119-05-32-243200092.sort.bam	17119-05-32-243200092.sort.bam-var	17119-05-33-243200064.sort.bam	17119-05-33-243200064.sort.bam-var	17119-05-34-243200097.sort.bam	17119-05-34-243200097.sort.bam-var	17119-05-35-243200067.sort.bam	17119-05-35-243200067.sort.bam-var	17119-05-36-243200079.sort.bam	17119-05-36-243200079.sort.bam-var	17119-05-37-243200074.sort.bam	17119-05-37-243200074.sort.bam-var	17119-05-38-243200077.sort.bam	17119-05-38-243200077.sort.bam-var	17119-05-39-243200084.sort.bam	17119-05-39-243200084.sort.bam-var	17119-05-40-243200090.sort.bam	17119-05-40-243200090.sort.bam-var	17119D-05-29-243200065.sort.bam	17119D-05-29-243200065.sort.bam-var
S35CNODE_299_length_52794_cov_22.970553||0_partial	31162	106.202	0	0	0	0	0.00970592	0.0130928	0.00967367	0.00958022	0.519702	5.5608	0	0	0	0	1.95608	67.6262	0.150039	0.609029	0	0	0.014575	0.0143639	1.27589	12.2794	0.0439507	0.0681552	0.41513	2.23352	0	0	21.0762	12001.5	0.0293757	0.0564983	0	0	0.719947	9.39757	0	0	0.180543	0.99093	0	0	0.941507	1.73121	0	0	0.0193151	0.0368065	0.102863	0.249168	0.101283	0.236069	29.9513	19289.6	0.00973817	0.00964226	2.10873	20.9467	1.09161	17.6518	0.179124	0.473846	0.138301	0.322517	0.889914	15.2828	38.7522	813.201	5.2311	399.546	0.0542693	0.0890446	0.0264414	0.0261181	0.0796143	0.11295	0.123307	0.280948
S36CNODE_213_length_56366_cov_7.620980||0_partial	52561	52.8108	0.00286199	0.0028609	0	0	0.0881494	0.963193	0.545878	48.3006	0.0172674	0.030585	0.273893	7.92831	0	0	0.547595	2.56346	0.00629639	0.00750713	0.00816622	0.0134748	0.0119441	0.0230769	0.683139	51.8589	0.0211215	0.0316153	0.765164	3.75161	0	0	0.521551	42.2457	0.00534239	0.0106522	0.000610559	0.000609923	4.9863	133.678	0.00572399	0.0095074	3.93885	85.5793	0.00284291	0.00283515	0.853103	2.40658	0	0	0.00288107	0.00287973	0.00746027	0.0109208	0.0115815	0.0184288	3.71058	72.4787	0.207609	0.376163	7.59245	660.583	0.0525653	0.0676595	3.58396	24.7238	0.184446	3.0933	0.267654	0.401174	6.19156	66.1642	11.4523	18.6051	0.0457919	0.0888731	3.19927	23.2512	2.98689	28.7033	0.0279903	0.0796751
S36CNODE_380_length_38632_cov_36.309615||0_partial	13200	89.3879	0	0	0.0228352	0.0451744	0.063908	0.0828095	0	0	0.0462069	0.070745	0.0230651	0.022527	0	0	18.2098	30.0616	0	0	0	0	1.49464	2.57237	0	0	0.0229119	0.0414099	3.59433	5.69876	0	0	0	0	0	0	0	0	0.502069	0.70533	0	0	0.0230651	0.0334132	0	0	1.60268	2.4475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.225747	0.486801	0.0691954	0.0670191	0.0576245	0.0762281	0.0671264	0.0626307	0.0459004	0.0556018	59.9117	155.583	0.0230651	0.0225274	3.18628	5.80454	0.034636	0.0334357	0.161073	0.438617
S38CNODE_254_length_53010_cov_75.672439||0_partial	8843	146.366	0	0	0	0	0	0	0	0	0	0	0	0	0.0293339	0.0284769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0690211	0.0815196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.103647	0.143076	0.0800644	0.0911475	0.0693662	0.12139	0.0343955	0.0562271	0.424019	0.592532	0.0519959	0.0683881	120.702	420.435	24.8019	54.0212	0	0
S39CNODE_13_length_194886_cov_39.646535||0_partial	12030	66.5411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0346801	0.0334689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0548822	0.0683691	0	0	0.0746633	0.0943531	0.0254209	0.0424514	0.228704	0.257022	0.0835017	0.149256	0.465404	10.4951	65.5738	187.639	0	0
S39CNODE_56_length_104978_cov_30.326478||0_partial	25007	40.4097	0	0	0.0029368	0.00292791	0	0	0.00116667	0.00116543	0	0	0.0227702	0.110097	0	0	1.21716	404.704	0	0	0	0	0.0658969	1.35653	0.0412359	0.459576	0	0	0	0	0	0	0.0187472	0.0436725	0	0	0	0	0.0244197	0.462951	0	0	0.0325462	0.348402	0	0	0	0	0	0	0	0	0.00289657	0.002888	0	0	0.00241381	0.00482268	0	0	0.0829545	1.68353	0	0	0.0513739	0.0824596	0.0938971	1.63917	0.0220863	0.0339105	0.607636	98.2578	0.18365	2.43048	0.0242588	0.0242391	0.346582	10.043	37.5345	344.272	0.0305347	0.245584
S39CNODE_152_length_65470_cov_25.148039||0_partial	14424	31.9723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0209472	0.0205023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.063402	0.0735444	0	0	0.0421746	0.0689785	0.0210873	0.0353665	0.0422446	0.0480231	0	0	0.0845593	0.110898	31.6979	273.578	0	0
S1CNODE_117_length_40917_cov_55.381553||full	40917	89.5954	88.5242	1436.16	0.162852	0.437869	0.177202	0.242685	0.193735	0.770101	0.262222	0.430955	0.0886256	0.110036	0.0535482	0.0678034	0.0703755	0.112345	0	0	0.0147914	0.0145887	0.00735889	0.0146708	0.00814384	0.00807682	0.000735889	0.00073515	0	0	0.00144725	0.00286711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00809478	0.00930253	0	0	0	0	0	0	0	0	0	0	0	0	0.0220522	0.0340787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S1CNODE_134_length_32799_cov_23.530754||full	32799	37.8359	36.873	74.8793	0.0312108	0.0429811	0.0458207	0.0661327	0.104812	0.154563	0.172961	0.222427	0.0354988	0.056145	0.00921927	0.0167782	0.0092499	0.0140083	0.0322215	0.0387675	0	0	0	0	0.0192043	0.0238578	0.444883	0.841594	0.00076572	0.000764632	0	0	0.0038286	0.0191158	0	0	0	0	0	0	0	0	0	0	0	0	0.00076572	0.000764632	0	0	0.0184079	0.0180843	0.00229716	0.00688168	0.00076572	0.000764632	0	0	0	0	0	0	0.000796349	0.000795171	0.0101075	0.0100012	0.000796349	0.000795171	0	0	0	0	0	0	0.0184998	0.0263258	0	0	0	0	0.00076572	0.000764632
S1CNODE_165_length_24530_cov_26.751828||full	24530	217.849	39.4053	86.0996	11.7641	21.5983	0.11329	0.155024	0.148195	0.189254	0.973093	1.74622	0.0767432	0.115871	0.0641099	0.0649363	1.20418	1.68204	0.0246103	0.0255682	0.0246924	0.0259711	0.0369975	0.0504721	0.946801	1.4206	0.1105	0.20002	0.130517	0.179164	0.283962	0.365245	9.62449	14.1284	0.0370796	0.0442473	0.0617309	0.108196	0.426579	0.697771	0	0	0.129696	0.445771	0	0	0.202994	0.279192	6.39036	11.0921	0.0246924	0.0266275	0.0557014	0.0616903	0.0865463	0.0894654	0.304184	0.483955	1.74623	2.47626	0.0354389	0.0577897	0.0631665	0.105604	139.249	2074.89	0.191304	0.252513	0.327112	0.383335	2.82305	3.84053	0.415094	0.526358	0.176866	0.240904	0.038105	0.0691541	0.0399098	0.0397905	0.0925349	0.10472
S1CNODE_179_length_21958_cov_15.553075||full	21958	24.5356	24.3317	49.3105	0.0518158	0.0782066	0.0415444	0.0535715	0.0276504	0.0367068	0.0483767	0.0528124	0.0137564	0.0135647	0	0	0.00687821	0.00683078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0138481	0.0239211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S1CNODE_204_length_16665_cov_11.498615||full	16665	18.2341	18.0407	42.896	0.0529821	0.0866326	0.0365123	0.0447554	0.0182864	0.0179535	0.0365123	0.0351855	0.0179231	0.0355256	0	0	0.0181048	0.0183856	0.0113836	0.0226345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00169543	0.0016934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S1CNODE_209_length_16026_cov_114.355519||full	16026	25393.6	132.588	1683.08	95.7196	18604.6	383.371	4609.21	1734.86	83087.4	11.9653	21.0846	2466.99	185597	1463.2	57938.1	470.348	7802.45	1368.42	74812.2	1912.62	117910	1365.76	57168.9	538.565	8504.08	1666.77	69416.7	8.74358	27.9277	1035.74	49654.9	17.5323	3582.12	561.091	7728.46	1254.25	38434	6.17649	21.8953	1512.64	58300.8	774.344	19504.3	1832.79	102917	3.23702	3.71177	84.8007	20358.5	1643.57	90181.1	5.25372	8.82806	3.65123	7.20513	3.56009	10.5394	1658.85	74096.1	1.98677	4.05694	1.43449	2.44648	3.59335	15.6553	126.106	3075.07	1.75844	15.563	1.21133	2.32784	1.90476	3.57301	375.156	27375.4	0.610418	0.661441	0.435122	0.689342	862.022	22494.1
S1CNODE_230_length_13028_cov_23.453326||full	13028	37.2414	36.8911	75.451	0.0698866	0.107253	0.046824	0.0561308	0.0234508	0.0229024	0.140239	0.250118	0	0	0.0232955	0.024309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0233732	0.0242271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0232179	0.0226855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S1CNODE_241_length_12484_cov_88.875533||full	12484	141.511	140.16	426.424	0.235122	0.415403	0.084563	0.120886	0.220285	0.255313	0.494406	0.691112	0.0852927	0.11954	0.0731312	0.0835274	0.0488082	0.0465903	0.0244041	0.0238197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00421599	0.00841288	0	0	0.024323	0.0355692	0	0	0	0	0.00843198	0.0336515	0	0	0.00843198	0.0336515	0.00421599	0.00841288	0.0242419	0.0437656	0	0	0	0	0.00421599	0.00841288	0.00632398	0.0189381	0	0	0	0	0	0	0	0
S1CNODE_267_length_10281_cov_12.309505||full	10281	19.4227	19.2389	34.8761	0.0794591	0.093081	0.0149047	0.0146849	0.0298095	0.0289238	0	0	0.059619	0.0560567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S1CNODE_285_length_9259_cov_98.568340||full	9259	156.171	154.915	246.117	0.1156	0.131888	0.158305	0.295808	0.233615	0.298745	0.45746	0.652309	0.0659787	0.129291	0	0	0.122516	0.16681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0660885	0.0617375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.033154	0.0520405	0	0	0	0	0	0	0	0	0	0	0	0	0.00340323	0.00339199	0	0
S1CNODE_327_length_7298_cov_378.648764||full	7298	619.715	598.728	12339.1	0.981813	1.62296	1.38472	2.12037	2.18453	3.40107	2.27001	2.57838	0.409625	0.640936	0.295187	0.509759	0.378847	0.784961	0.726497	1.12804	0.0358142	0.0703555	0.0421097	0.0506934	0.126469	0.14071	11.0683	27.853	0	0	0.547286	0.885262	0	0	0.16718	0.243076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0842194	0.119666	0	0	0	0	0	0	0	0	0	0	0	0	0.158086	0.183763	0	0	0	0	0	0	0	0	0.126329	0.180355	0	0	0	0	0	0
S2CNODE_251_length_21354_cov_56.733039||full	21354	33615.9	243.729	2910.35	88.8547	3314.33	492.455	11056.5	2139.35	219051	17.7911	44.1983	3188.88	520635	1828.93	144436	590.806	18587	1696.66	175583	2185.77	257311	1789.24	163440	715.547	18113.4	2368.12	206349	9.45888	22.5848	1445.62	109944	8.28014	428.617	825.334	20886.3	1640.94	108617	7.221	11.6994	2214.84	154770	1012.23	49837.8	2548.77	258075	3.84809	5.49665	75.8826	3024.87	2063.38	191071	7.09045	11.8597	3.98444	5.26689	4.44444	7.04374	2302.28	206699	2.14606	2.44207	1.93963	2.5021	4.41388	10.3491	453.618	3447.32	2.57616	4.69253	2.3048	4.03909	3.4751	4.75732	545.649	47076.8	0.889596	1.30183	0.499576	0.650371	1078.64	54694.7
S2CNODE_540_length_8781_cov_5.319505||full	8781	950.057	912.847	11234.1	8.36566	9.43923	1.20728	1.91087	15.0024	29.1729	8.86224	17.6145	0.797358	1.00605	0.776735	1.70215	0.408991	0.502445	0.129649	0.274636	0.00417101	0.00415555	0	0	0.321747	0.264603	0.43112	0.604556	0	0	0.13915	0.169633	0.0349902	0.0337683	0.27436	0.335367	0	0	0.0347584	0.0335613	0.10497	0.16393	0	0	0	0	0	0	0	0	0.189318	0.250622	0	0	0	0	0	0	0	0	0	0	0	0	0.0900243	0.120859	0.0346426	0.0334452	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S2CNODE_599_length_7825_cov_5.487259||full	7825	8.6241	0.0196743	0.0192858	8.46319	10.6491	0.0390879	0.037564	0.0160261	0.0478232	0	0	0	0	0	0	0.010684	0.0212542	0.0199349	0.063324	0	0	0	0	0.0145928	0.0581662	0	0	0	0	0	0	0	0	0	0	0.00534202	0.00531354	0	0	0.00534202	0.00531354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00325733	0.00324737	0.0160261	0.0478232	0	0	0	0	0	0	0.0109446	0.0327191	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S2CNODE_674_length_6740_cov_5.758115||full	6740	10.7044	0.114112	0.14146	9.10106	17.6796	0	0	0.137026	0.166532	0.045827	0.0437383	0.0913505	0.151321	0	0	0.0455235	0.06926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0913505	0.0830103	0	0	0	0	1.03247	1.13868	0	0	0	0	0	0	0	0	0.0456753	0.064532	0	0	0	0	0	0
S2CNODE_729_length_6276_cov_6.535927||full	6276	13.832	0.0251388	0.275918	10.4303	113.735	0.0159974	0.111732	0.823376	197.636	0.173033	0.60654	0	0	0.00228534	0.00228004	0.0561541	0.0667231	0	0	0.0285668	0.358774	0.00457068	0.00912015	0.0687235	2.06221	0.00457068	0.00912015	0.0138753	0.0274036	0.302644	39.4655	0.00685602	0.0205232	0.000816193	0.000815471	0.00228534	0.00228004	0	0	0	0	0	0	0	0	0.0489716	0.0586745	0.0319948	0.446929	0	0	0.00685602	0.0205232	0.0804767	0.498937	0.00228534	0.00228004	0	0	0.0272609	0.324634	0.0135488	0.143653	0.94858	14.1192	0	0	0	0	0.00228534	0.00228004	0.00750898	0.0250911	0.663402	191.355	0.00555011	0.0218465	0.00310153	0.00472499	0.0310153	0.210318
S2CNODE_795_length_5677_cov_10.781750||full	5677	255.888	35.0794	108.853	16.763	28.7992	0.163199	0.136583	0.218021	0.30839	0.537905	0.985849	0.054279	0.0752323	0	0	1.1015	1.2244	0.0267776	0.0260652	0	0	0.00687534	0.00682782	0.930342	1.5842	0.149991	0.127518	0.0170074	0.0167213	0	0	10.4632	16.9333	0	0	0	0	0.686448	1.28112	0.0546409	0.0958221	0	0	0	0	0.158314	0.310263	7.13316	15.4543	0	0	0	0	0.279175	0.277622	0.958929	1.25831	1.44961	1.2935	0.10892	0.110108	0.0416139	0.0398883	174.43	1473.35	0.128279	0.142253	0.163561	0.379712	3.30378	3.70978	1.05138	1.12838	0.163561	0.168322	0.146734	0.204483	0.0475846	0.16983	0.0716483	0.0943893
S3CNODE_4_length_223675_cov_233.271210||full	223675	248.748	0.233177	0.332684	0.264248	0.389875	81.8649	587.976	0.215443	0.33775	41.3558	5386.16	0.831804	1.21982	0.0921642	0.124797	1.54925	9.56377	10.509	22.8162	0.020047	0.0292374	3.68345	55.6883	0.104288	0.136344	0.0353428	0.0480873	0.115016	0.204543	0.0102584	0.013925	0.0105671	0.0178714	5.48697	98.2343	74.8676	394.831	0.19851	0.311268	0.243261	0.340223	0.344847	0.481995	15.1504	27.6594	1.10458	5.57497	0.0745465	0.101061	0.0116631	0.0218941	0.0705872	0.0985145	0.0207583	0.0276347	0.0130232	0.145717	0.00134213	0.00210013	0.00134661	0.00134348	0.122886	0.2034	0.0190717	0.0277654	0.777658	2.73617	0.034372	0.0483355	0.20918	0.265481	7.07444	191.159	0.0107505	0.0121556	0.0470999	0.0592561	1.72755	2.64799	0.241087	0.50331
S3CNODE_81_length_45557_cov_14.887587||full	45557	1593.47	0.392869	0.483514	0.0198868	0.0276626	3.28522	4.491	0.0265157	0.0352168	0.0198648	0.0250392	0.864646	1.20454	0.00660691	0.00655787	0.0193362	0.0231932	0.879886	1.13755	0.0396855	0.0445508	0.0397736	0.0636883	81.5087	396.906	0.125752	0.128253	0.0507191	0.0620238	0.056401	0.0733441	0.0463144	0.044192	0.228731	0.280157	0.215121	0.277737	0.00332548	0.00331455	0.127557	0.165611	0	0	0.0265598	0.0326128	0	0	0	0	0.317132	0.413852	0.00328143	0.00327303	0.0265378	0.0273952	5.21541	6.98557	0	0	6.95214	11.1408	0.120995	0.245899	1473.93	60236.7	2.44	3.27963	1.84141	2.30315	9.07622	12.6146	3.40229	4.41084	0.854009	1.09106	0.75321	0.931849	0.515053	0.666841	0.0440681	0.0445972
S3CNODE_95_length_41527_cov_412.347801||full	41527	1232.53	0.460256	0.556261	0.421998	0.594961	249.109	3324.64	0.400754	0.466769	0.826957	1.25018	0.175919	0.214816	0.235928	0.293691	0.0743408	0.0926449	0.341349	0.403547	0.348817	0.400262	0.32361	0.436023	27.9899	175.389	123.298	2570.78	0.169708	0.198103	388.92	19234.7	0.131692	0.152403	0.272084	0.334878	108.52	1194.52	0.264253	0.316039	8.61123	14.8823	6.11992	40.8972	103.143	878.274	0.115886	0.155404	0.0681538	0.0826951	0.087174	0.104795	0.0436474	0.0441403	0.135099	0.153994	0.0509462	0.0658492	0.127172	0.144741	0.135293	0.179672	0.149165	0.165966	0	0	0	0	0.0757184	0.107555	0.00727457	0.00722354	0.0363729	0.0465192	0.00729874	0.00725309	0.050777	0.0645831	0	0	211.283	2590.42
S3CNODE_130_length_33630_cov_21.684974||full	33630	128.703	0.0249104	0.0441743	0.0968339	0.140168	31.1022	248.158	0.0607826	0.11346	7.98253	171.778	0.0752987	0.0954702	0.0533154	0.076325	4.01619	44.1765	0.00902031	0.0150364	0.00758662	0.0151184	2.9839	67.8529	0.00866189	0.0172492	0.0088411	0.00877163	3.75833	30.2354	0.00902031	0.0179411	0.00501792	0.0200412	0.434946	2.15167	1.17993	5.02056	6.35496	143.513	0.017951	0.0233082	1.20505	4.50814	0.00899044	0.0140477	5.19645	42.5898	0.00899044	0.0157192	0.15463	0.362527	20.7303	1141.69	0.104002	0.185924	10.0808	265.738	0.0357228	0.0641709	1.22213	12.5299	3.37999	22.3386	0.0237455	0.0246627	0.344982	0.992939	0.299283	1.00628	0.0584528	0.0732586	18.4638	635.442	0.00902031	0.0214764	1.47778	5.90227	0.821177	1.62352	6.88787	159.948
S3CNODE_143_length_31891_cov_35.198737||full	31891	189.946	0.173908	0.225673	0.107936	0.154563	36.4806	293.595	4.26055	47.6598	35.2376	1799.69	0.0738162	0.0998973	0.523298	1.09269	3.91809	18.9857	0.028701	0.0469153	1.1011	4.29401	0.326864	0.449103	2.07221	9.79781	0.0854415	0.108536	8.1189	100.755	0.0710753	0.131014	36.3455	3366.86	0.303047	0.490314	0.0193126	0.0251105	11.3345	173.413	0.0233137	0.0319113	0.389087	0.759938	0.009483	0.0180678	4.97102	27.1524	0.037995	0.0400283	0.0229041	0.0236475	0.186478	0.765601	0.0616553	0.081427	3.83116	11.8706	0	0	0.0673262	0.140853	14.7171	752.257	0.0287641	0.0354432	0.0854415	0.104438	0.389465	0.883029	0.288208	0.81144	20.2814	296.669	0.00951451	0.00942454	2.02571	5.07207	0.684761	3.55331	1.25295	4.15777
S3CNODE_153_length_30437_cov_30.821572||full	30437	217.702	0.0881566	0.149161	0.126094	0.199808	33.1888	320.608	9.95434	675.311	22.0742	1029.98	0.0487668	0.0767709	1.32948	10.6769	3.12543	21.2908	0.043517	0.108578	2.88635	64.9842	0.228877	0.439802	1.40952	3.20257	0.308911	0.446496	6.00165	60.0576	0.0295506	0.0392328	94.7699	55711.2	0.638822	2.89863	0.00997127	0.0127775	7.04203	110.543	0	0	0.11774	0.226331	0	0	2.16571	11.0957	0.0149569	0.0147302	0	0	0.0896424	0.166757	0.0298808	0.0399473	3.2016	6.39749	0	0	0	0	10.5244	384.59	0.0218576	0.0310297	0.0726714	0.102203	0.296794	0.486519	0.129263	0.144611	14.8971	338.064	0.0198765	0.0194755	1.49107	4.52652	0.431736	0.581845	0.892924	2.74351
S3CNODE_188_length_26651_cov_90.073244||full	26651	218.99	0.173276	0.190597	0.133655	0.162346	121.289	1027.88	0.187314	0.254148	1.55587	32.4217	0.195879	0.501286	0.495604	1.16936	2.32052	22.7706	0.230746	0.521711	0.433908	1.45443	0.518962	0.920029	2.10388	92.4582	0.0226029	0.0285698	5.88574	82.4134	0.83061	5.70117	0.0569412	0.124211	0.0706388	0.111725	0.897249	2.01617	5.96461	252.773	0.602317	1.51926	0.8914	2.81749	0.0581865	0.0872024	2.97487	16.0889	0.00196219	0.00392299	7.5896	1183.63	1.30576	14.8636	0.0328667	0.0395011	6.11852	424.435	0.145315	0.673492	0.133693	1.13882	11.3981	644.67	0.0823743	0.499106	16.6993	5167.6	0.0881854	0.167233	0.495302	4.75883	18.4357	543.455	0.0624127	0.127965	2.48409	11.0479	1.02313	2.4915	5.00026	40.4911
S3CNODE_319_length_17073_cov_5.571630||full	17073	161.239	0.035632	0.0343687	0.0178455	0.028756	3.16256	3.7307	0.0177274	0.0228484	0.0355138	0.0382738	12.3722	38.1751	0.0339774	0.043467	11.6813	60.5897	0.0881049	0.152474	0.0532412	0.0674224	1.94061	3.73992	22.7383	44.0115	0.0879277	0.107742	12.9245	64.668	0.035632	0.0480842	14.068	75.392	0.00927731	0.0149854	0	0	8.06784	28.9306	0.0178455	0.0337146	2.05791	5.26328	0.0177864	0.0221965	0	0	0	0	0.0355138	0.0342533	0.0619866	0.0818981	0.0178455	0.017516	0.0177274	0.0174112	0.0178455	0.0334821	60.013	775.893	0.0178455	0.0337093	0	0	5.36022	7.68647	0.0176683	0.0262213	2.20735	4.86834	2.11074	4.74365	0.0177864	0.0264482	0.0919459	0.253839	0.880518	1.2005	0.906872	1.4211
S3CNODE_466_length_11680_cov_16.348215||full	11680	38.4327	0.0448395	0.0428334	0.019948	0.0395012	23.1648	66.9573	0.0261925	0.0255016	0.0349523	0.0734584	0.104683	0.112312	1.47988	2.88405	0.231743	0.342171	0.0784042	0.126375	1.50937	4.11053	0.0436253	0.083696	0.839896	2.39073	0	0	1.16869	3.46879	0.159931	1.11763	0.143365	0.174855	0.0261058	0.0392952	0.977884	2.86029	0.299566	0.482723	0.362619	0.700991	2.49705	5.52577	0	0	1.34649	4.93224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.143972	0.212789	0	0	0.195837	0.342755	0	0	0	0	0.924718	3.62366	0	0	1.18933	3.37681	0.451691	0.537604	0.967129	3.08545
S3CNODE_501_length_11014_cov_29.164249||full	11014	113.347	0.104473	0.12266	0.087813	0.156148	26.3877	277.763	0.241808	1.04883	15.867	773.17	0.284426	0.78261	0.196981	0.298869	5.19183	53.6414	0.0555044	0.0608953	0.425166	1.05244	0.68842	2.73576	5.32134	124.475	0.0556885	0.13835	3.82778	41.3874	0.460144	2.19003	2.5394	89.5807	0.162555	0.38192	0.163292	0.37193	1.43603	9.92911	0.0304676	0.0295385	0.640924	1.69988	0.00570692	0.00567662	2.6134	11.012	0.0277062	0.0269396	0.0909426	0.136825	7.2824	128.293	2.52835	51.0311	11.4601	236.864	0.0275221	0.0411284	0.865611	6.77462	7.58837	346.522	0.358247	0.627226	0.0555965	0.0803281	0.925258	4.84417	2.70434	29.3874	8.37574	80.1408	0.0138991	0.0137079	1.07723	2.22493	1.16246	3.27738	2.01556	19.1248
S3CNODE_513_length_10712_cov_423.319133||full	10712	675.094	1.24295	2.47132	1.02992	1.59098	613.613	53500.4	0.53257	0.876088	10.7304	152.856	0.268604	0.468653	4.436	6.58623	1.36196	4.92939	0	0	0.887521	2.13345	0.213785	0.341352	0.745313	1.34559	0	0	1.88847	16.756	0	0	0.114278	0.473061	0.0285931	0.0277812	0.0852111	0.107671	0.390267	0.545728	0.0570915	0.0538265	2.8043	13.2154	0	0	1.60926	11.3182	0	0	0	0	0.0141072	0.0139091	0.0827495	0.112073	0.0278356	0.104719	5.16256	281.929	0	0	0.228555	0.826029	17.4573	3568.16	0.0993183	0.112574	0.171369	0.2117	0.0285931	0.0332725	5.96951	88.0637	1.58142	34.6497	1.74285	8.80129	0.227419	0.478347	0.261693	0.984983
