geneID	p	DONOR1	DONOR2	FMT1	FMT2	Product	EC_number	koID	ko_anno	module_ID	module_anno	pathway_ID	pathway_anno
g010190	0.0345022624434389	0	0	0	0.636363636363636	O-antigen biosynthesis glycosyltransferase WbnK	2.4.1.308	K21367	wbnK; GDP-Fuc:beta-D-Gal-1,3-alpha-D-GalNAc-1,3-alpha-GalNAc-diphosphoundecaprenol alpha-1,2-fucosyltransferase [EC:2.4.1.308]	NA	NA	NA	NA
g010191	0.0345022624434389	0	1	0	0.636363636363636	hypothetical protein			NA	NA	NA	NA	NA
g010192	0.0427440206851972	0	1	0	0.545454545454545	hypothetical protein			NA	NA	NA	NA	NA
g010194	0.0427440206851972	0	1	0	0.545454545454545	hypothetical protein			NA	NA	NA	NA	NA
g010210	0.0090497737556561	0	1	0	0.727272727272727	Tyrosine-protein kinase YwqD	2.7.10.2		NA	NA	NA	NA	NA
g010211	0.0345022624434389	0	1	0	0.636363636363636	UDP-N-acetylgalactosamine-undecaprenyl-phosphate N-acetylgalactosaminephosphotransferase	2.7.8.40	K21303	wecP; UDP-GalNAc:undecaprenyl-phosphate GalNAc-1-phosphate transferase [EC:2.7.8.40]	NA	NA	NA	NA
g010244	0.0345022624434389	0	0	0	0.636363636363636	hypothetical protein			NA	NA	NA	NA	NA
g010262	0.0294117647058823	1	0	0.5	0	hypothetical protein			NA	NA	NA	NA	NA
g010263	0.0294117647058823	1	0	0.5	0	hypothetical protein			NA	NA	NA	NA	NA
g010278	0.000565610859728507	0	1	0	0.909090909090909	hypothetical protein			NA	NA	NA	NA	NA
g010327	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g010419	0.00226244343891403	0	1	0	0.818181818181818	hypothetical protein			NA	NA	NA	NA	NA
g010422	0.0345022624434389	0	0	0	0.636363636363636	hypothetical protein			NA	NA	NA	NA	NA
g010423	0.0345022624434389	0	1	0	0.636363636363636	hypothetical protein			NA	NA	NA	NA	NA
g010429	0.0294117647058823	0	0	0.5	0	hypothetical protein			NA	NA	NA	NA	NA
g010435	0.0345022624434389	1	1	0	0.636363636363636	hypothetical protein			NA	NA	NA	NA	NA
g010442	0.00630252100840335	1	0	0.666666666666667	0	Segregation and condensation protein A		K05896	scpA; segregation and condensation protein A	NA	NA	NA	NA
g010457	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g010475	0.0345022624434389	0	1	0	0.636363636363636	hypothetical protein			NA	NA	NA	NA	NA
g010524	0.0294117647058823	1	0	0.5	0	putative N-acetyl-LL-diaminopimelate aminotransferase	2.6.1.-	K00841	patA; aminotransferase [EC:2.6.1.-]	md:M00525	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine	path:map00300	Lysine biosynthesis
g010525	0.0294117647058823	1	0	0.5	0	hypothetical protein			NA	NA	NA	NA	NA
g010683	0.00226244343891403	0	1	0	0.818181818181818	hypothetical protein			NA	NA	NA	NA	NA
g010697	0.0294117647058823	0	0	0.5	0	hypothetical protein			NA	NA	NA	NA	NA
g010704	0.0294117647058823	0	0	0.5	0	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase	2.7.1.49	K00941	thiD; hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7]	md:M00127	Thiamine biosynthesis, AIR => thiamine-P/thiamine-2P	path:map00730	Thiamine metabolism
g010712	0.0294117647058823	1	0	0.5	0	hypothetical protein			NA	NA	NA	NA	NA
g010725	0.0427440206851972	0	0	0	0.545454545454545	Mannose-6-phosphate isomerase ManA	5.3.1.8	K01809	manA, MPI; mannose-6-phosphate isomerase [EC:5.3.1.8]	md:M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate	path:map00051	Fructose and mannose metabolism
g010731	0.0427440206851972	0	0	0	0.545454545454545	Altronate dehydratase	4.2.1.7	K01685	uxaA; altronate hydrolase [EC:4.2.1.7]	md:M00631	D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P	path:map00040	Pentose and glucuronate interconversions
g010743	0.0294117647058823	1	1	0.5	1	hypothetical protein			NA	NA	NA	NA	NA
g010753	0.0294117647058823	1	0	0.5	0	Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU	2.7.8.-		NA	NA	NA	NA	NA
g010818	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g010820	0.0294117647058823	1	0	0.5	0	hypothetical protein			NA	NA	NA	NA	NA
g010915	0.000565610859728507	0	1	0	0.909090909090909	hypothetical protein			NA	NA	NA	NA	NA
g010948	0.00226244343891403	0	1	0	0.818181818181818	hypothetical protein			NA	NA	NA	NA	NA
g010949	0.0345022624434389	0	1	0	0.636363636363636	hypothetical protein			NA	NA	NA	NA	NA
g010951	0.000565610859728507	0	1	0	0.909090909090909	Protein LacX, plasmid			NA	NA	NA	NA	NA
g010952	0.0427440206851972	0	1	0	0.545454545454545	hypothetical protein			NA	NA	NA	NA	NA
g010977	0.0090497737556561	0	1	0	0.727272727272727	hypothetical protein			NA	NA	NA	NA	NA
g010978	0.0427440206851972	0	0	0	0.545454545454545	hypothetical protein			NA	NA	NA	NA	NA
g011064	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g011065	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g011122	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g011131	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g011204	0.00630252100840335	1	0	0.666666666666667	0	Putative peptidyl-prolyl cis-trans isomerase	5.2.1.8	K03768	PPIB, ppiB; peptidyl-prolyl cis-trans isomerase B (cyclophilin B) [EC:5.2.1.8]	NA	NA	NA	NA
g011243	0.00630252100840335	1	0	0.666666666666667	0	Replication initiation protein			NA	NA	NA	NA	NA
g011258	0.0294117647058823	0	0	0.5	0	hypothetical protein			NA	NA	NA	NA	NA
g011269	0.0090497737556561	0	1	0	0.727272727272727	hypothetical protein			NA	NA	NA	NA	NA
g011544	0.0294117647058823	1	0	0.5	0	Glycine/sarcosine N-methyltransferase	2.1.1.156	K18896	gsmt; glycine/sarcosine N-methyltransferase [EC:2.1.1.156]	NA	NA	path:map00260	Glycine, serine and threonine metabolism
g011707	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g011712	0.0345022624434389	0	1	0	0.636363636363636	hypothetical protein			NA	NA	NA	NA	NA
g011714	0.0427440206851972	0	1	0	0.545454545454545	Glutathione amide reductase	1.8.1.16		NA	NA	NA	NA	NA
g011732	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g011738	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g011817	0.00630252100840335	1	0	0.666666666666667	0	N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase	2.4.1.187	K05946	tagA, tarA; N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase [EC:2.4.1.187]	NA	NA	path:map05111	Biofilm formation - Vibrio cholerae
g011818	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g011823	0.00630252100840335	0	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g012015	0.0294117647058823	0	0	0.5	0	putative transport protein YifK		K03293	TC.AAT; amino acid transporter, AAT family	NA	NA	NA	NA
g012016	0.00630252100840335	0	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g012108	0.0294117647058823	1	1	0.5	1	ISLre2 family transposase ISLre2			NA	NA	NA	NA	NA
g012240	0.0294117647058823	1	0	0.5	0	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	2.4.1.227	K02563	murG; UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase [EC:2.4.1.227]	NA	NA	path:map00550	Peptidoglycan biosynthesis
g012251	0.0345022624434389	0	0	0	0.636363636363636	hypothetical protein			NA	NA	NA	NA	NA
g012314	0.00630252100840335	1	0	0.666666666666667	0	primosomal protein N'	3.6.4.-		NA	NA	NA	NA	NA
g012334	0.00630252100840335	1	0	0.666666666666667	0	Putative peptidyl-prolyl cis-trans isomerase	5.2.1.8	K03768	PPIB, ppiB; peptidyl-prolyl cis-trans isomerase B (cyclophilin B) [EC:5.2.1.8]	NA	NA	NA	NA
g012477	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g012553	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g012555	0.0294117647058823	1	0	0.5	0	hypothetical protein			NA	NA	NA	NA	NA
g012651	0.00630252100840335	1	0	0.666666666666667	0	Type 4 prepilin-like proteins leader peptide-processing enzyme		K02236	comC; leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43 2.1.1.-]	NA	NA	NA	NA
g012687	0.0294117647058823	0	0	0.5	0	hypothetical protein			NA	NA	NA	NA	NA
g012850	0.00630252100840335	0	0	0.666666666666667	0	Nucleotide-binding protein ExpZ		K18231	msrA, vmlR; macrolide transport system ATP-binding/permease protein	NA	NA	path:map02010	ABC transporters
g012853	0.00630252100840335	1	0	0.666666666666667	0	HTH-type transcriptional activator HxlR			NA	NA	NA	NA	NA
g012871	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g012914	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g012936	0.00630252100840335	1	0	0.666666666666667	0	Bifunctional protein FolD protein		K01491	folD; methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.5 3.5.4.9]	md:M00140	C1-unit interconversion, prokaryotes	path:map00670	One carbon pool by folate
g012938	0.0294117647058823	0	0	0.5	0	hypothetical protein			NA	NA	NA	NA	NA
g012976	0.0090497737556561	0	1	0	0.727272727272727	UDP-N-acetylgalactosamine-undecaprenyl-phosphate N-acetylgalactosaminephosphotransferase	2.7.8.40	K21303	wecP; UDP-GalNAc:undecaprenyl-phosphate GalNAc-1-phosphate transferase [EC:2.7.8.40]	NA	NA	NA	NA
g013016	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g013111	0.00630252100840335	1	0	0.666666666666667	0	NAD-dependent dihydropyrimidine dehydrogenase subunit PreT	1.3.1.1	K17722	preT; dihydropyrimidine dehydrogenase (NAD+) subunit PreT [EC:1.3.1.1]	md:M00046	Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate	path:map00240	Pyrimidine metabolism
g013168	0.0345022624434389	0	1	0.166666666666667	0.818181818181818	hypothetical protein			NA	NA	NA	NA	NA
g013188	0.0294117647058823	1	0	0.5	0	hypothetical protein			NA	NA	NA	NA	NA
g013343	0.0276341305753071	1	1	0.333333333333333	0.909090909090909	Glyoxal reductase	1.1.1.-		NA	NA	NA	NA	NA
g013405	0.00630252100840335	0	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g013435	0.0294117647058823	0	0	0.5	0	HTH-type transcriptional regulator LacR			NA	NA	NA	NA	NA
g013439	0.0294117647058823	1	0	0.5	0	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ	4.2.1.59	K02372	fabZ; 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]	md:M00083	Fatty acid biosynthesis, elongation	path:map00061	Fatty acid biosynthesis
g013469	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g013470	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g013472	0.00630252100840335	0	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g013478	0.00630252100840335	0	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g013479	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g013541	0.0294117647058823	1	0	0.5	0	hypothetical protein			NA	NA	NA	NA	NA
g013624	0.0497737556561086	1	1	0.833333333333333	0.272727272727273	Chromosomal replication initiator protein DnaA		K02313	dnaA; chromosomal replication initiator protein	NA	NA	path:map02020	Two-component system
g013693	0.0294117647058823	1	0	0.5	0	hypothetical protein			NA	NA	NA	NA	NA
g013705	0.000565610859728507	0	1	0	0.909090909090909	Phosphate-binding protein PstS 1		K02040	pstS; phosphate transport system substrate-binding protein	NA	NA	path:map02010	ABC transporters
g013759	0.0090497737556561	0	1	0	0.727272727272727	hypothetical protein			NA	NA	NA	NA	NA
g013786	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g013789	0.000565610859728507	0	1	0	0.909090909090909	hypothetical protein			NA	NA	NA	NA	NA
g013837	0.0497737556561086	1	0	0.166666666666667	0.727272727272727	hypothetical protein			NA	NA	NA	NA	NA
g013849	0.0276341305753071	1	0	0.666666666666667	0.0909090909090909	Putative O-antigen transporter		K18799	wzxB, rfbX; O-antigen flippase	NA	NA	NA	NA
g013852	0.0345022624434389	0	0	0	0.636363636363636	hypothetical protein			NA	NA	NA	NA	NA
g013862	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g013869	0.000565610859728507	0	1	0	0.909090909090909	hypothetical protein			NA	NA	NA	NA	NA
g013871	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g013894	0.000565610859728507	0	1	0	0.909090909090909	hypothetical protein			NA	NA	NA	NA	NA
g013991	0.0294117647058823	1	0	0.5	0	dTDP-4-dehydrorhamnose 3,5-epimerase	5.1.3.13	K01790	rfbC, rmlC; dTDP-4-dehydrorhamnose 3,5-epimerase [EC:5.1.3.13]	md:M00793	dTDP-L-rhamnose biosynthesis	path:map00521	Streptomycin biosynthesis
g014004	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g014011	0.000565610859728507	0	1	0	0.909090909090909	hypothetical protein			NA	NA	NA	NA	NA
g014122	0.0345022624434389	0	1	0	0.636363636363636	tRNA-Ile(gat)		NA	NA	NA	NA	NA	NA
g014131	0.0497737556561086	1	1	0.833333333333333	0.272727272727273	hypothetical protein			NA	NA	NA	NA	NA
g014196	0.0276341305753071	0	1	0.333333333333333	0.909090909090909	hypothetical protein			NA	NA	NA	NA	NA
g014247	0.0294117647058823	0	0	0.5	0	hypothetical protein			NA	NA	NA	NA	NA
g014248	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g014289	0.0294117647058823	1	0	0.5	0	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB	2.1.1.185		NA	NA	NA	NA	NA
g014292	0.0294117647058823	1	0	0.5	0	hypothetical protein			NA	NA	NA	NA	NA
g014369	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g014382	0.00630252100840335	1	0	0.666666666666667	0	S-adenosylmethionine synthase	2.5.1.6	K00789	metK; S-adenosylmethionine synthetase [EC:2.5.1.6]	md:M00034	Methionine salvage pathway	path:map00270	Cysteine and methionine metabolism
g014494	0.00630252100840335	1	0	0.666666666666667	0	Tuberculostearic acid methyltransferase UfaA1	2.1.1.-	K00574	cfa; cyclopropane-fatty-acyl-phospholipid synthase [EC:2.1.1.79]	NA	NA	NA	NA
g014509	0.0294117647058823	1	0	0.5	0	hypothetical protein			NA	NA	NA	NA	NA
g014525	0.0294117647058823	1	0	0.5	0	hypothetical protein			NA	NA	NA	NA	NA
g014566	0.00630252100840335	1	0	0.666666666666667	0	putative N-acetyl-LL-diaminopimelate aminotransferase	2.6.1.-	K00841	patA; aminotransferase [EC:2.6.1.-]	md:M00525	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine	path:map00300	Lysine biosynthesis
g014576	0.0427440206851972	0	1	0	0.545454545454545	hypothetical protein			NA	NA	NA	NA	NA
g014622	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g014706	0.00630252100840335	1	0	0.666666666666667	0	protein kinase UbiB	2.7.-.-		NA	NA	NA	NA	NA
g014727	0.000565610859728507	0	1	0	0.909090909090909	Lactococcin-G-processing and transport ATP-binding protein LagD	3.4.22.-		NA	NA	NA	NA	NA
g014729	0.0345022624434389	0	1	0	0.636363636363636	Accessory gene regulator protein A			NA	NA	NA	NA	NA
g014741	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g014742	0.0427440206851972	0	1	0	0.545454545454545	DNA topoisomerase 4 subunit B	5.6.2.2	K02622	parE; topoisomerase IV subunit B [EC:5.6.2.2]	NA	NA	NA	NA
g014743	0.0345022624434389	0	1	0.166666666666667	0.818181818181818	hypothetical protein			NA	NA	NA	NA	NA
g014744	0.0345022624434389	0	1	0.166666666666667	0.818181818181818	hypothetical protein			NA	NA	NA	NA	NA
g014746	0.000969618616677441	1	1	0.166666666666667	1	Inulosucrase	2.4.1.9	K20811	inuJ; inulosucrase [EC:2.4.1.9]	NA	NA	path:map00500	Starch and sucrose metabolism
g014748	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g014749	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g014750	0.00630252100840335	1	0	0.666666666666667	0	lipid II flippase MurJ			NA	NA	NA	NA	NA
g014763	0.00541370394311571	0	1	0.166666666666667	0.909090909090909	hypothetical protein			NA	NA	NA	NA	NA
g014776	0.0345022624434389	0	1	0	0.636363636363636	hypothetical protein			NA	NA	NA	NA	NA
g014829	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g014846	0.0090497737556561	0	1	0	0.727272727272727	Dihydrofolate reductase	1.5.1.3	K00287	DHFR, folA; dihydrofolate reductase [EC:1.5.1.3]	md:M00126	Tetrahydrofolate biosynthesis, GTP => THF	path:map00670	One carbon pool by folate
g014850	0.0090497737556561	0	1	0	0.727272727272727	hypothetical protein			NA	NA	NA	NA	NA
g014852	0.0497737556561086	0	0	0.166666666666667	0.727272727272727	hypothetical protein			NA	NA	NA	NA	NA
g014856	0.00630252100840335	1	1	0.333333333333333	1	IS30 family transposase IS1070			NA	NA	NA	NA	NA
g014874	0.0427440206851972	0	1	0	0.545454545454545	Zinc-transporting ATPase	3.6.3.-	K01534	zntA; Zn2+/Cd2+-exporting ATPase [EC:7.2.2.12 7.2.2.21]	NA	NA	NA	NA
g014875	0.0427440206851972	0	0	0	0.545454545454545	Inner membrane metabolite transport protein YhjE			NA	NA	NA	NA	NA
g014881	0.0345022624434389	0	1	0	0.636363636363636	Pyrroline-5-carboxylate reductase	1.5.1.2	K00286	proC; pyrroline-5-carboxylate reductase [EC:1.5.1.2]	md:M00015	Proline biosynthesis, glutamate => proline	path:map00330	Arginine and proline metabolism
g014882	0.0427440206851972	0	1	0	0.545454545454545	hypothetical protein			NA	NA	NA	NA	NA
g014886	0.0427440206851972	0	0	0	0.545454545454545	hypothetical protein			NA	NA	NA	NA	NA
g014887	0.0090497737556561	0	1	0	0.727272727272727	hypothetical protein			NA	NA	NA	NA	NA
g014888	0.0345022624434389	0	1	0	0.636363636363636	hypothetical protein			NA	NA	NA	NA	NA
g014889	0.0345022624434389	0	1	0	0.636363636363636	hypothetical protein			NA	NA	NA	NA	NA
g014890	0.0345022624434389	0	1	0	0.636363636363636	hypothetical protein			NA	NA	NA	NA	NA
g014891	0.0427440206851972	0	1	0	0.545454545454545	ATP-dependent Clp protease proteolytic subunit	3.4.21.92		NA	NA	NA	NA	NA
g014892	0.000565610859728507	0	1	0	0.909090909090909	hypothetical protein			NA	NA	NA	NA	NA
g014899	0.000565610859728507	0	1	0	0.909090909090909	hypothetical protein			NA	NA	NA	NA	NA
g014918	0.000565610859728507	0	1	0	0.909090909090909	hypothetical protein			NA	NA	NA	NA	NA
g014919	0.000565610859728507	0	1	0	0.909090909090909	hypothetical protein			NA	NA	NA	NA	NA
g014920	0.000969618616677441	1	0	0.833333333333333	0	hypothetical protein			NA	NA	NA	NA	NA
g014927	0.0427440206851972	0	0	0	0.545454545454545	hypothetical protein			NA	NA	NA	NA	NA
g014928	0.0345022624434389	0	1	0	0.636363636363636	Quinone reductase	1.6.5.2	K19784	chrR, NQR; chromate reductase, NAD(P)H dehydrogenase (quinone)	NA	NA	NA	NA
g014929	0.0090497737556561	0	1	0	0.727272727272727	hypothetical protein			NA	NA	NA	NA	NA
g014931	0.0427440206851972	0	1	0	0.545454545454545	Propanediol utilization protein PduV		K04029	eutP; ethanolamine utilization protein EutP	NA	NA	NA	NA
g014932	0.0090497737556561	0	1	0	0.727272727272727	Aldehyde-alcohol dehydrogenase		K04072	adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1]	NA	NA	path:map00010	Glycolysis / Gluconeogenesis
g014942	0.00226244343891403	0	1	0	0.818181818181818	hypothetical protein			NA	NA	NA	NA	NA
g014951	0.0427440206851972	0	0	0	0.545454545454545	hypothetical protein			NA	NA	NA	NA	NA
g014959	0.0090497737556561	0	1	0	0.727272727272727	Modification methylase DpnIIA	2.1.1.72		NA	NA	NA	NA	NA
g014960	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g014962	0.0294117647058823	0	0	0.5	0	Cytosine permease		K10974	codB; cytosine permease	NA	NA	NA	NA
g014963	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g014964	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g014965	0.00630252100840335	1	0	0.666666666666667	0	putative amino acid permease YhdG			NA	NA	NA	NA	NA
g014966	0.00630252100840335	1	0	0.666666666666667	0	Phosphate acyltransferase	2.3.1.274	K03621	plsX; phosphate acyltransferase [EC:2.3.1.274]	md:M00089	Triacylglycerol biosynthesis	path:map00561	Glycerolipid metabolism
g014967	0.00630252100840335	1	0	0.666666666666667	0	Small ribosomal subunit biogenesis GTPase RsgA	3.6.1.-	K06949	rsgA, engC; ribosome biogenesis GTPase / thiamine phosphate phosphatase [EC:3.6.1.- 3.1.3.100]	NA	NA	path:map00730	Thiamine metabolism
g014968	0.00630252100840335	1	0	0.666666666666667	0	Aspartate/prephenate aminotransferase	2.6.1.1	K00812	aspB; aspartate aminotransferase [EC:2.6.1.1]	NA	NA	path:map00220	Arginine biosynthesis
g014969	0.00630252100840335	1	0	0.666666666666667	0	D-lactate dehydrogenase	1.1.1.28		NA	NA	NA	NA	NA
g014970	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g014971	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g014972	0.0294117647058823	1	0	0.5	0	Transcription elongation factor GreA		K03624	greA; transcription elongation factor GreA	NA	NA	NA	NA
g014973	0.00630252100840335	1	0	0.666666666666667	0	HTH-type transcriptional regulator YodB			NA	NA	NA	NA	NA
g014974	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g014975	0.00630252100840335	0	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g014976	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g014977	0.0294117647058823	1	0	0.5	0	hypothetical protein			NA	NA	NA	NA	NA
g014978	0.0294117647058823	0	0	0.5	0	ISL3 family transposase ISSpn3			NA	NA	NA	NA	NA
g014979	0.00630252100840335	0	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g014980	0.00630252100840335	0	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g014981	0.00630252100840335	0	0	0.666666666666667	0	Type-4 uracil-DNA glycosylase	3.2.2.27	K21929	udg; uracil-DNA glycosylase [EC:3.2.2.27]	NA	NA	path:map03410	Base excision repair
g014982	0.00630252100840335	0	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g014983	0.0294117647058823	0	0	0.5	0	hypothetical protein			NA	NA	NA	NA	NA
g014984	0.0294117647058823	0	0	0.5	0	hypothetical protein			NA	NA	NA	NA	NA
g014985	0.0294117647058823	1	0	0.5	0	hypothetical protein			NA	NA	NA	NA	NA
g014986	0.00630252100840335	0	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g014987	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g014988	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g014989	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g014990	0.00630252100840335	1	0	0.666666666666667	0	[Citrate [pro-3S]-lyase] ligase	6.2.1.22		NA	NA	NA	NA	NA
g014991	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g014992	0.0294117647058823	1	0	0.5	0	hypothetical protein			NA	NA	NA	NA	NA
g014993	0.0294117647058823	1	0	0.5	0	hypothetical protein			NA	NA	NA	NA	NA
g014994	0.00630252100840335	1	0	0.666666666666667	0	Tyrosine recombinase XerC			NA	NA	NA	NA	NA
g014995	0.00630252100840335	1	0	0.666666666666667	0	putative protein		K06889	K06889; uncharacterized protein	NA	NA	NA	NA
g014996	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g014997	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g014998	0.0294117647058823	1	0	0.5	0	Type I restriction enzyme EcoR124II R protein	3.1.21.3		NA	NA	NA	NA	NA
g014999	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g015000	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g015001	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g015009	0.00630252100840335	1	0	0.666666666666667	0	DNA replication protein DnaD		K02086	dnaD; DNA replication protein	NA	NA	NA	NA
g015039	0.0427440206851972	0	1	0	0.545454545454545	hypothetical protein			NA	NA	NA	NA	NA
g015041	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g015042	0.0294117647058823	0	0	0.5	0	hypothetical protein			NA	NA	NA	NA	NA
g015045	0.00630252100840335	1	0	0.666666666666667	0	ISL3 family transposase IS1476			NA	NA	NA	NA	NA
g015048	0.000565610859728507	0	1	0	0.909090909090909	hypothetical protein			NA	NA	NA	NA	NA
g015050	0.0090497737556561	0	1	0	0.727272727272727	hypothetical protein			NA	NA	NA	NA	NA
g015051	0.0090497737556561	0	1	0	0.727272727272727	hypothetical protein			NA	NA	NA	NA	NA
g015052	0.0090497737556561	0	1	0	0.727272727272727	hypothetical protein			NA	NA	NA	NA	NA
g015053	0.0427440206851972	0	0	0	0.545454545454545	hypothetical protein			NA	NA	NA	NA	NA
g015056	0.0090497737556561	0	1	0	0.727272727272727	hypothetical protein			NA	NA	NA	NA	NA
g015057	0.0090497737556561	0	0	0	0.727272727272727	hypothetical protein			NA	NA	NA	NA	NA
