geneID	p	DONOR1	DONOR2	FMT1	FMT2	Product	EC_number	koID	ko_anno	module_ID	module_anno	pathway_ID	pathway_anno
g009667	0.00323426573426573	0	0	0.777777777777778	0	hypothetical protein			NA	NA	NA	NA	NA
g009668	0.00323426573426573	0	0	0.777777777777778	0	hypothetical protein			NA	NA	NA	NA	NA
g009706	0.00480769230769231	0	0	0	0.714285714285714	Transcriptional regulator MtlR		K03483	mtlR; mannitol operon transcriptional antiterminator	NA	NA	NA	NA
g009714	8.74125874125873e-05	1	0	1	0	hypothetical protein			NA	NA	NA	NA	NA
g009716	8.74125874125873e-05	1	0	1	0	hypothetical protein			NA	NA	NA	NA	NA
g009745	0.000874125874125875	1	1	1	0.142857142857143	hypothetical protein			NA	NA	NA	NA	NA
g009747	0.000874125874125875	0	0	0	0.857142857142857	AB hydrolase superfamily protein YdjP	3.-.-.-		NA	NA	NA	NA	NA
g009790	0.000874125874125875	1	1	1	0.142857142857143	hypothetical protein			NA	NA	NA	NA	NA
g009872	0.00323426573426573	1	0	0.777777777777778	0	hypothetical protein			NA	NA	NA	NA	NA
g009885	0.0336538461538462	0	1	0.444444444444444	1	Cardiolipin synthase	2.7.8.-	K06131	clsA_B; cardiolipin synthase A/B [EC:2.7.8.-]	NA	NA	path:map00564	Glycerophospholipid metabolism
g009890	0.0013986013986014	1	0	0.888888888888889	0	Pantothenate kinase	2.7.1.33	K00867	coaA; type I pantothenate kinase [EC:2.7.1.33]	md:M00120	Coenzyme A biosynthesis, pantothenate => CoA	path:map00770	Pantothenate and CoA biosynthesis
g009971	0.0113636363636364	1	1	0.333333333333333	1	hypothetical protein			NA	NA	NA	NA	NA
g010028	0.00323426573426573	1	0	0.777777777777778	0	hypothetical protein			NA	NA	NA	NA	NA
g010062	0.0113636363636364	0	1	0.333333333333333	1	hypothetical protein			NA	NA	NA	NA	NA
g010124	0.0013986013986014	0	0	0.111111111111111	1	hypothetical protein			NA	NA	NA	NA	NA
g010125	8.74125874125873e-05	0	1	0	1	hypothetical protein			NA	NA	NA	NA	NA
g010151	8.74125874125873e-05	0	1	0	1	hypothetical protein			NA	NA	NA	NA	NA
g010154	0.000874125874125875	0	0	0	0.857142857142857	hypothetical protein			NA	NA	NA	NA	NA
g010158	8.74125874125873e-05	0	1	0	1	hypothetical protein			NA	NA	NA	NA	NA
g010173	0.0013986013986014	1	0	0.888888888888889	0	hypothetical protein			NA	NA	NA	NA	NA
g010174	0.00323426573426573	1	0	0.777777777777778	0	hypothetical protein			NA	NA	NA	NA	NA
g010175	0.0013986013986014	1	0	0.888888888888889	0	hypothetical protein			NA	NA	NA	NA	NA
g010176	0.0336538461538462	1	0	0.555555555555556	0	hypothetical protein			NA	NA	NA	NA	NA
g010278	0.0113636363636364	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g010279	8.74125874125873e-05	1	0	1	0	hypothetical protein			NA	NA	NA	NA	NA
g010319	0.00323426573426573	1	0	0.777777777777778	0	hypothetical protein			NA	NA	NA	NA	NA
g010343	8.74125874125873e-05	1	0	1	0	hypothetical protein			NA	NA	NA	NA	NA
g010344	0.00874125874125874	0	0	0.111111111111111	0.857142857142857	hypothetical protein			NA	NA	NA	NA	NA
g010353	8.74125874125873e-05	1	0	1	0	hypothetical protein			NA	NA	NA	NA	NA
g010376	0.000874125874125875	0	1	0	0.857142857142857	hypothetical protein			NA	NA	NA	NA	NA
g010454	8.74125874125873e-05	1	0	1	0	hypothetical protein			NA	NA	NA	NA	NA
g010460	8.74125874125873e-05	0	1	0	1	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase	4.2.99.20		NA	NA	NA	NA	NA
g010619	0.0336538461538462	0	0	0.555555555555556	0	hypothetical protein			NA	NA	NA	NA	NA
g010620	8.74125874125873e-05	0	1	0	1	hypothetical protein			NA	NA	NA	NA	NA
g010786	0.00323426573426573	0	1	0.222222222222222	1	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial	2.1.1.163		NA	NA	NA	NA	NA
g011050	0.0336538461538462	1	1	0.444444444444444	1	IS110 family transposase ISL4			NA	NA	NA	NA	NA
g011059	0.0013986013986014	0	1	0.111111111111111	1	putative BsuMI modification methylase subunit YdiO	2.1.1.37	K00558	DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	md:M00035	Methionine degradation	path:map00270	Cysteine and methionine metabolism
g011111	0.000874125874125875	1	1	1	0.142857142857143	hypothetical protein			NA	NA	NA	NA	NA
g011129	0.0113636363636364	0	0	0.666666666666667	0	Ribitol-5-phosphate cytidylyltransferase	2.7.7.40	K21030	tarI; D-ribitol-5-phosphate cytidylyltransferase [EC:2.7.7.40]	NA	NA	path:map00040	Pentose and glucuronate interconversions
g011257	8.74125874125873e-05	1	0	1	0	hypothetical protein			NA	NA	NA	NA	NA
g011553	0.00323426573426573	1	0	0.777777777777778	0	hypothetical protein			NA	NA	NA	NA	NA
g011560	0.0113636363636364	0	0	0.666666666666667	0	1-deoxy-D-xylulose-5-phosphate synthase	2.2.1.7	K01662	dxs; 1-deoxy-D-xylulose-5-phosphate synthase [EC:2.2.1.7]	md:M00096	C5 isoprenoid biosynthesis, non-mevalonate pathway	path:map00730	Thiamine metabolism
g011618	8.74125874125873e-05	1	0	1	0	hypothetical protein			NA	NA	NA	NA	NA
g011620	0.0113636363636364	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g011696	8.74125874125873e-05	0	0	0	1	hypothetical protein			NA	NA	NA	NA	NA
g011717	0.0336538461538462	1	0	0.555555555555556	0	hypothetical protein			NA	NA	NA	NA	NA
g011773	0.00323426573426573	1	0	0.777777777777778	0	hypothetical protein			NA	NA	NA	NA	NA
g011788	0.0113636363636364	0	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g011790	0.0336538461538462	0	0	0.555555555555556	0	Multidrug export protein MepA		K18908	mepA; multidrug efflux pump	md:M00705	Multidrug resistance, efflux pump MepA	NA	NA
g011794	0.0013986013986014	0	0	0.888888888888889	0	hypothetical protein			NA	NA	NA	NA	NA
g011797	0.0013986013986014	1	0	0.888888888888889	0	hypothetical protein			NA	NA	NA	NA	NA
g011798	0.0013986013986014	1	0	0.888888888888889	0	hypothetical protein			NA	NA	NA	NA	NA
g011846	0.00323426573426573	1	0	0.777777777777778	0	hypothetical protein			NA	NA	NA	NA	NA
g011852	0.00323426573426573	1	0	0.777777777777778	0	hypothetical protein			NA	NA	NA	NA	NA
g011873	0.000874125874125875	1	1	1	0.142857142857143	Nucleoid-associated protein YbaB			NA	NA	NA	NA	NA
g011905	0.0113636363636364	1	1	0.333333333333333	1	CTP synthase	6.3.4.2	K01937	pyrG, CTPS; CTP synthase [EC:6.3.4.2]	md:M00052	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP	path:map00240	Pyrimidine metabolism
g011954	8.74125874125873e-05	0	1	0	1	hypothetical protein			NA	NA	NA	NA	NA
g011961	0.000874125874125875	0	0	0	0.857142857142857	hypothetical protein			NA	NA	NA	NA	NA
g011984	8.74125874125873e-05	0	0	0	1	Modification methylase DpnIIA	2.1.1.72		NA	NA	NA	NA	NA
g011998	0.0013986013986014	1	0	0.888888888888889	0	hypothetical protein			NA	NA	NA	NA	NA
g012133	0.0192307692307692	0	0	0	0.571428571428571	DNA gyrase subunit A	5.6.2.2	K02469	gyrA; DNA gyrase subunit A [EC:5.6.2.2]	NA	NA	NA	NA
g012181	0.0113636363636364	1	1	0.333333333333333	1	Arginine transport ATP-binding protein ArtM		K02028	ABC.PA.A; polar amino acid transport system ATP-binding protein [EC:7.4.2.1]	NA	NA	NA	NA
g012396	0.000874125874125875	1	1	1	0.142857142857143	PTS system oligo-beta-mannoside-specific EIIC component		K02761	PTS-Cel-EIIC, celB, chbC; PTS system, cellobiose-specific IIC component	NA	NA	path:map00500	Starch and sucrose metabolism
g012446	8.74125874125873e-05	1	0	1	0	hypothetical protein			NA	NA	NA	NA	NA
g012505	0.00480769230769231	1	1	1	0.285714285714286	tRNA-Ser(tga)		NA	NA	NA	NA	NA	NA
g012600	0.0013986013986014	0	0	0.888888888888889	0	Protein LacX, plasmid			NA	NA	NA	NA	NA
g012602	8.74125874125873e-05	1	0	1	0	hypothetical protein			NA	NA	NA	NA	NA
g012610	8.74125874125873e-05	1	0	1	0	hypothetical protein			NA	NA	NA	NA	NA
g012644	8.74125874125873e-05	1	0	1	0	Multidrug resistance protein 3			NA	NA	NA	NA	NA
g012648	0.0113636363636364	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g012687	0.0336538461538462	1	0	0.555555555555556	0	hypothetical protein			NA	NA	NA	NA	NA
g012741	8.74125874125873e-05	1	0	1	0	hypothetical protein			NA	NA	NA	NA	NA
g012745	0.0113636363636364	0	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g012768	0.00323426573426573	0	0	0.777777777777778	0	hypothetical protein			NA	NA	NA	NA	NA
g012868	0.00480769230769231	0	0	0	0.714285714285714	hypothetical protein			NA	NA	NA	NA	NA
g012910	0.0113636363636364	1	1	0.333333333333333	1	hypothetical protein			NA	NA	NA	NA	NA
g012952	0.0113636363636364	0	0	0.666666666666667	0	Levansucrase	2.4.1.10		NA	NA	NA	NA	NA
g012953	0.0013986013986014	1	0	0.888888888888889	0	hypothetical protein			NA	NA	NA	NA	NA
g013062	0.00323426573426573	0	1	0.222222222222222	1	hypothetical protein			NA	NA	NA	NA	NA
g013068	0.00480769230769231	0	0	0	0.714285714285714	hypothetical protein			NA	NA	NA	NA	NA
g013082	0.0013986013986014	0	0	0.888888888888889	0	hypothetical protein			NA	NA	NA	NA	NA
g013128	8.74125874125873e-05	1	0	1	0	HTH-type transcriptional regulator BenM		K21757	benM; LysR family transcriptional regulator, benzoate and cis,cis-muconate-responsive activator of ben and cat genes	NA	NA	NA	NA
g013133	8.74125874125873e-05	1	0	1	0	DNA topoisomerase 1	5.6.2.1	K03168	topA; DNA topoisomerase I [EC:5.6.2.1]	NA	NA	NA	NA
g013153	0.00323426573426573	1	0	0.777777777777778	0	Acetyl-S-ACP:malonate ACP transferase	2.3.1.187	K13929	mdcA; malonate decarboxylase alpha subunit [EC:2.3.1.187]	NA	NA	NA	NA
g013205	8.74125874125873e-05	1	0	1	0	hypothetical protein			NA	NA	NA	NA	NA
g013239	0.0113636363636364	0	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g013247	8.74125874125873e-05	1	0	1	0	hypothetical protein			NA	NA	NA	NA	NA
g013281	8.74125874125873e-05	1	0	1	0	hypothetical protein			NA	NA	NA	NA	NA
g013287	0.0336538461538462	0	0	0.555555555555556	0	L-asparaginase 1	3.5.1.1	K01424	E3.5.1.1, ansA, ansB; L-asparaginase [EC:3.5.1.1]	NA	NA	path:map00250	Alanine, aspartate and glutamate metabolism
g013294	0.0013986013986014	1	0	0.888888888888889	0	hypothetical protein			NA	NA	NA	NA	NA
g013337	0.0013986013986014	1	0	0.888888888888889	0	hypothetical protein			NA	NA	NA	NA	NA
g013342	0.00323426573426573	0	1	0.222222222222222	1	NAD kinase	2.7.1.23	K00858	ppnK, NADK; NAD+ kinase [EC:2.7.1.23]	NA	NA	path:map00760	Nicotinate and nicotinamide metabolism
g013375	8.74125874125873e-05	1	0	1	0	Membrane-bound lytic murein transglycosylase F	4.2.2.-		NA	NA	NA	NA	NA
g013380	8.74125874125873e-05	1	0	1	0	hypothetical protein			NA	NA	NA	NA	NA
g013385	8.74125874125873e-05	1	0	1	0	Oligopeptide-binding protein OppA		K15580	oppA, mppA; oligopeptide transport system substrate-binding protein	NA	NA	path:map01501	beta-Lactam resistance
g013462	8.74125874125873e-05	1	0	1	0	hypothetical protein			NA	NA	NA	NA	NA
g013646	8.74125874125873e-05	0	0	0	1	hypothetical protein			NA	NA	NA	NA	NA
g013735	0.0013986013986014	0	0	0.888888888888889	0	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD	6.3.5.13	K07009	gatD; lipid II isoglutaminyl synthase (glutamine-hydrolysing) [EC:6.3.5.13]	NA	NA	path:map00550	Peptidoglycan biosynthesis
g013736	0.0336538461538462	0	0	0.555555555555556	0	hypothetical protein			NA	NA	NA	NA	NA
g013827	8.74125874125873e-05	1	0	1	0	hypothetical protein			NA	NA	NA	NA	NA
g013845	0.0192307692307692	0	0	0	0.571428571428571	hypothetical protein			NA	NA	NA	NA	NA
g013931	0.0013986013986014	0	0	0.888888888888889	0	Pyridoxine/pyridoxal/pyridoxamine kinase	2.7.1.35		NA	NA	NA	NA	NA
g013932	8.74125874125873e-05	1	0	1	0	hypothetical protein			NA	NA	NA	NA	NA
g014069	0.0192307692307692	1	1	1	0.428571428571429	hypothetical protein			NA	NA	NA	NA	NA
g014072	8.74125874125873e-05	1	0	1	0	hypothetical protein			NA	NA	NA	NA	NA
g014099	8.74125874125873e-05	1	0	1	0	Glutathione transport system permease protein GsiD		K13891	gsiD; glutathione transport system permease protein	NA	NA	path:map02010	ABC transporters
g014476	8.74125874125873e-05	1	0	1	0	3-oxoacyl-[acyl-carrier-protein] synthase 3	2.3.1.180	K00648	fabH; 3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]	md:M00082	Fatty acid biosynthesis, initiation	path:map00061	Fatty acid biosynthesis
g014488	0.0013986013986014	1	0	0.888888888888889	0	Biotin transporter BioY		K03523	bioY; biotin transport system substrate-specific component	NA	NA	path:map02010	ABC transporters
g014519	0.00323426573426573	0	0	0.777777777777778	0	Oligopeptide-binding protein AppA			NA	NA	NA	NA	NA
g014663	0.0013986013986014	0	0	0.888888888888889	0	putative SapB synthase	2.7.-.-		NA	NA	NA	NA	NA
g014692	0.0405594405594406	1	1	0.777777777777778	0.142857142857143	hypothetical protein			NA	NA	NA	NA	NA
g014693	8.74125874125873e-05	0	1	0	1	Sporulation initiation inhibitor protein Soj	3.6.-.-	K03496	parA, soj; chromosome partitioning protein	NA	NA	NA	NA
g014771	8.74125874125873e-05	1	0	1	0	hypothetical protein			NA	NA	NA	NA	NA
g014772	0.0013986013986014	1	0	0.888888888888889	0	hypothetical protein			NA	NA	NA	NA	NA
g014781	0.000874125874125875	0	0	0	0.857142857142857	hypothetical protein			NA	NA	NA	NA	NA
g014881	0.0192307692307692	0	0	0	0.571428571428571	hypothetical protein			NA	NA	NA	NA	NA
g014954	8.74125874125873e-05	1	0	1	0	hypothetical protein			NA	NA	NA	NA	NA
g014985	0.0192307692307692	0	0	0	0.571428571428571	hypothetical protein			NA	NA	NA	NA	NA
g015265	0.0405594405594406	1	0	0.222222222222222	0.857142857142857	hypothetical protein			NA	NA	NA	NA	NA
g015288	0.0336538461538462	0	0	0.555555555555556	0	hypothetical protein			NA	NA	NA	NA	NA
g015303	0.034965034965035	0	1	0.111111111111111	0.714285714285714	hypothetical protein			NA	NA	NA	NA	NA
g015437	8.74125874125873e-05	1	0	1	0	hypothetical protein			NA	NA	NA	NA	NA
g015438	8.74125874125873e-05	1	0	1	0	hypothetical protein			NA	NA	NA	NA	NA
g015445	0.0336538461538462	0	0	0.555555555555556	0	hypothetical protein			NA	NA	NA	NA	NA
g015547	0.00323426573426573	0	0	0.777777777777778	0	putative ABC transporter phosphonate/phosphite binding protein PhnD2		K02044	phnD; phosphonate transport system substrate-binding protein	NA	NA	path:map02010	ABC transporters
g015548	0.0113636363636364	0	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g015632	0.00323426573426573	0	0	0.777777777777778	0	putative transport protein HsrA			NA	NA	NA	NA	NA
g015639	0.0013986013986014	0	0	0.888888888888889	0	hypothetical protein			NA	NA	NA	NA	NA
g015790	8.74125874125873e-05	1	0	1	0	tRNA-Gln(ttg)		NA	NA	NA	NA	NA	NA
g015792	8.74125874125873e-05	1	0	1	0	Adaptive-response sensory-kinase SasA	2.7.-.-		NA	NA	NA	NA	NA
g016033	0.0336538461538462	0	1	0.444444444444444	1	hypothetical protein			NA	NA	NA	NA	NA
g016203	0.0336538461538462	0	0	0.444444444444444	1	hypothetical protein			NA	NA	NA	NA	NA
g016204	0.0113636363636364	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g016212	0.00480769230769231	1	0	1	0.285714285714286	hypothetical protein			NA	NA	NA	NA	NA
g016240	0.0336538461538462	0	0	0.555555555555556	0	hypothetical protein			NA	NA	NA	NA	NA
g016264	0.0013986013986014	0	0	0.888888888888889	0	hypothetical protein			NA	NA	NA	NA	NA
g016268	0.00323426573426573	0	0	0.777777777777778	0	hypothetical protein			NA	NA	NA	NA	NA
g016276	0.0113636363636364	0	0	0.666666666666667	0	Beta-galactosidase LacZ	3.2.1.23	K12308	bgaB, lacA; beta-galactosidase [EC:3.2.1.23]	NA	NA	path:map00052	Galactose metabolism
g016277	0.00323426573426573	1	0	0.777777777777778	0	hypothetical protein			NA	NA	NA	NA	NA
g016326	8.74125874125873e-05	1	0	1	0	hypothetical protein			NA	NA	NA	NA	NA
g016459	0.00480769230769231	0	0	0	0.714285714285714	IS110 family transposase ISSsu7			NA	NA	NA	NA	NA
g016545	0.00323426573426573	0	0	0.777777777777778	0	hypothetical protein			NA	NA	NA	NA	NA
g016546	0.0013986013986014	1	0	0.888888888888889	0	hypothetical protein			NA	NA	NA	NA	NA
g016550	8.74125874125873e-05	1	0	1	0	hypothetical protein			NA	NA	NA	NA	NA
g016551	0.0336538461538462	0	0	0.555555555555556	0	hypothetical protein			NA	NA	NA	NA	NA
g016603	0.0336538461538462	1	1	0.444444444444444	1	hypothetical protein			NA	NA	NA	NA	NA
g016680	8.74125874125873e-05	0	1	0	1	hypothetical protein			NA	NA	NA	NA	NA
g016709	0.000874125874125875	0	0	0	0.857142857142857	hypothetical protein			NA	NA	NA	NA	NA
g016857	8.74125874125873e-05	0	1	0	1	hypothetical protein			NA	NA	NA	NA	NA
g016858	8.74125874125873e-05	0	1	0	1	Serine/threonine exchanger SteT		K03294	TC.APA; basic amino acid/polyamine antiporter, APA family	NA	NA	NA	NA
g016973	0.0336538461538462	1	1	0.444444444444444	1	hypothetical protein			NA	NA	NA	NA	NA
g017309	0.00323426573426573	0	1	0.222222222222222	1	hypothetical protein			NA	NA	NA	NA	NA
g017473	8.74125874125873e-05	1	0	1	0	hypothetical protein			NA	NA	NA	NA	NA
g017506	0.0013986013986014	1	0	0.888888888888889	0	hypothetical protein			NA	NA	NA	NA	NA
g017557	0.0013986013986014	1	0	0.888888888888889	0	hypothetical protein			NA	NA	NA	NA	NA
g017559	8.74125874125873e-05	0	1	0	1	hypothetical protein			NA	NA	NA	NA	NA
g017579	8.74125874125873e-05	1	0	1	0	Tyrosine recombinase XerC			NA	NA	NA	NA	NA
g017671	0.0113636363636364	0	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g017672	0.0013986013986014	0	0	0.888888888888889	0	hypothetical protein			NA	NA	NA	NA	NA
g017675	0.0013986013986014	0	0	0.888888888888889	0	hypothetical protein			NA	NA	NA	NA	NA
g017678	0.0113636363636364	0	0	0.666666666666667	0	PTS system sorbose-specific EIIB component	2.7.1.206		NA	NA	NA	NA	NA
g017679	0.0113636363636364	0	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g017704	0.0405594405594406	0	1	0.222222222222222	0.857142857142857	hypothetical protein			NA	NA	NA	NA	NA
g017760	0.034965034965035	0	1	0.111111111111111	0.714285714285714	hypothetical protein			NA	NA	NA	NA	NA
g017761	0.00323426573426573	1	0	0.777777777777778	0	hypothetical protein			NA	NA	NA	NA	NA
g017762	0.00323426573426573	1	0	0.777777777777778	0	hypothetical protein			NA	NA	NA	NA	NA
g017763	0.0013986013986014	1	0	0.888888888888889	0	hypothetical protein			NA	NA	NA	NA	NA
g017764	0.0192307692307692	0	1	0	0.571428571428571	hypothetical protein			NA	NA	NA	NA	NA
g017777	0.0113636363636364	0	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g017789	0.0336538461538462	1	0	0.555555555555556	0	hypothetical protein			NA	NA	NA	NA	NA
g017802	0.0113636363636364	0	0	0.666666666666667	0	Oxalyl-CoA decarboxylase	4.1.1.8	K01577	oxc; oxalyl-CoA decarboxylase [EC:4.1.1.8]	NA	NA	path:map00630	Glyoxylate and dicarboxylate metabolism
g017812	0.034965034965035	0	0	0.111111111111111	0.714285714285714	hypothetical protein			NA	NA	NA	NA	NA
g017912	0.0013986013986014	0	0	0.888888888888889	0	hypothetical protein			NA	NA	NA	NA	NA
g017984	8.74125874125873e-05	1	0	1	0	hypothetical protein			NA	NA	NA	NA	NA
g018006	0.0113636363636364	1	0	0.666666666666667	0	IS256 family transposase IS1201			NA	NA	NA	NA	NA
g018007	8.74125874125873e-05	1	0	1	0	IS256 family transposase IS1201			NA	NA	NA	NA	NA
g018018	8.74125874125873e-05	0	1	0	1	2-oxo-hept-4-ene-1,7-dioate hydratase	4.2.1.163		NA	NA	NA	NA	NA
g018037	0.0113636363636364	1	0	0.666666666666667	0	IS982 family transposase ISLhe7			NA	NA	NA	NA	NA
g018040	0.0013986013986014	1	0	0.888888888888889	0	hypothetical protein			NA	NA	NA	NA	NA
g018055	8.74125874125873e-05	1	0	1	0	hypothetical protein			NA	NA	NA	NA	NA
g018083	0.00323426573426573	1	0	0.777777777777778	0	hypothetical protein			NA	NA	NA	NA	NA
g018247	0.0336538461538462	0	0	0.555555555555556	0	hypothetical protein			NA	NA	NA	NA	NA
g018321	8.74125874125873e-05	0	1	0	1	hypothetical protein			NA	NA	NA	NA	NA
g018322	8.74125874125873e-05	0	1	0	1	hypothetical protein			NA	NA	NA	NA	NA
g018339	0.0013986013986014	1	0	0.888888888888889	0	Malonyl CoA-acyl carrier protein transacylase	2.3.1.39	K00645	fabD, MCAT, MCT1; [acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]	md:M00082	Fatty acid biosynthesis, initiation	path:map00061	Fatty acid biosynthesis
g018362	8.74125874125873e-05	0	1	0	1	hypothetical protein			NA	NA	NA	NA	NA
g018398	0.00323426573426573	1	0	0.777777777777778	0	HTH-type transcriptional regulator CynR		K11921	cynR; LysR family transcriptional regulator, cyn operon transcriptional activator	NA	NA	NA	NA
g018431	0.0013986013986014	1	0	0.888888888888889	0	hypothetical protein			NA	NA	NA	NA	NA
g018463	0.00874125874125874	1	0	0.888888888888889	0.142857142857143	hypothetical protein			NA	NA	NA	NA	NA
g018473	0.000874125874125875	0	1	0	0.857142857142857	hypothetical protein			NA	NA	NA	NA	NA
g018501	0.0013986013986014	1	0	0.888888888888889	0	hypothetical protein			NA	NA	NA	NA	NA
g018508	0.034965034965035	1	1	0.111111111111111	0.714285714285714	hypothetical protein			NA	NA	NA	NA	NA
g018509	0.00874125874125874	0	1	0.111111111111111	0.857142857142857	hypothetical protein			NA	NA	NA	NA	NA
g018514	0.0336538461538462	1	0	0.555555555555556	0	hypothetical protein			NA	NA	NA	NA	NA
g018550	8.74125874125873e-05	1	0	1	0	hypothetical protein			NA	NA	NA	NA	NA
g018551	8.74125874125873e-05	1	0	1	0	hypothetical protein			NA	NA	NA	NA	NA
g018561	0.0336538461538462	0	0	0.555555555555556	0	hypothetical protein			NA	NA	NA	NA	NA
g018562	0.00323426573426573	0	0	0.777777777777778	0	hypothetical protein			NA	NA	NA	NA	NA
g018583	0.00480769230769231	1	1	1	0.285714285714286	Biotin carboxylase	6.3.4.14	K01961	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	md:M00082	Fatty acid biosynthesis, initiation	path:map00061	Fatty acid biosynthesis
g018620	8.74125874125873e-05	1	0	1	0	hypothetical protein			NA	NA	NA	NA	NA
g018642	0.000874125874125875	0	1	0	0.857142857142857	Replicative DNA helicase	3.6.4.12	K02314	dnaB; replicative DNA helicase [EC:3.6.4.12]	NA	NA	path:map03030	DNA replication
g018711	0.0336538461538462	0	0	0.555555555555556	0	DNA-directed RNA polymerase subunit alpha	2.7.7.6	K03040	rpoA; DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6]	NA	NA	path:map03020	RNA polymerase
g018716	0.0336538461538462	0	0	0.555555555555556	0	hypothetical protein			NA	NA	NA	NA	NA
g018717	0.0336538461538462	0	0	0.555555555555556	0	Pantothenate kinase	2.7.1.33	K00867	coaA; type I pantothenate kinase [EC:2.7.1.33]	md:M00120	Coenzyme A biosynthesis, pantothenate => CoA	path:map00770	Pantothenate and CoA biosynthesis
g018739	8.74125874125873e-05	1	0	1	0	tRNA-specific adenosine deaminase	3.5.4.33	K11991	tadA; tRNA(adenine34) deaminase [EC:3.5.4.33]	NA	NA	NA	NA
g018767	8.74125874125873e-05	1	0	1	0	hypothetical protein			NA	NA	NA	NA	NA
g018898	8.74125874125873e-05	0	1	0	1	hypothetical protein			NA	NA	NA	NA	NA
g018994	8.74125874125873e-05	0	1	0	1	IS110 family transposase ISSpn10			NA	NA	NA	NA	NA
g019002	0.0013986013986014	1	0	0.888888888888889	0	hypothetical protein			NA	NA	NA	NA	NA
g019128	8.74125874125873e-05	0	0	0	1	hypothetical protein			NA	NA	NA	NA	NA
g019138	0.000874125874125875	0	0	0	0.857142857142857	hypothetical protein			NA	NA	NA	NA	NA
g019139	8.74125874125873e-05	0	0	0	1	putative sugar epimerase YhfK	4.-.-.-		NA	NA	NA	NA	NA
g019140	8.74125874125873e-05	0	0	0	1	hypothetical protein			NA	NA	NA	NA	NA
g019141	0.0013986013986014	0	1	0.111111111111111	1	hypothetical protein			NA	NA	NA	NA	NA
g019198	8.74125874125873e-05	0	1	0	1	hypothetical protein			NA	NA	NA	NA	NA
g019208	8.74125874125873e-05	1	0	1	0	hypothetical protein			NA	NA	NA	NA	NA
g019209	8.74125874125873e-05	1	0	1	0	hypothetical protein			NA	NA	NA	NA	NA
g019210	0.00874125874125874	1	1	0.888888888888889	0.142857142857143	hypothetical protein			NA	NA	NA	NA	NA
