""	"geneID"	"p"	"DONOR1"	"DONOR2"	"FMT1"	"FMT2"	"GFF_locus_tag"	"Centroid_gene_ID"	"Product"	"EC_number"	"Protein_id"	"geneID.1"	"koID"
"g007086"	"g007086"	0.0294117647058823	1	0	0.5	0	"GCF_002112225:KIDCJLCI_02272"	"GCF_002112225:NZ_NBBD01000034.1:11334-11053"	"hypothetical protein"	""	NA	"g007084"	""
"g007121"	"g007121"	0.0294117647058823	1	0	0.5	0	"GCF_002112225:KIDCJLCI_02439"	"GCF_002112225:NZ_NBBD01000050.1:317-409"	"hypothetical protein"	""	NA	"g007120"	""
"g007130"	"g007130"	0.0294117647058823	1	0	0.5	0	"GCF_002112225:KIDCJLCI_02492"	"GCF_002112225:NZ_NBBD01000058.1:475-332"	"hypothetical protein"	""	NA	"g007129"	""
"g007188"	"g007188"	0.00630252100840335	1	0	0.666666666666667	0	"GCF_002112245:NELHMEOL_00824"	"GCF_002112245:NZ_NBBE01000015.1:23374-23760"	"hypothetical protein"	""	NA	"g007185"	""
"g007221"	"g007221"	0.00630252100840335	1	0	0.666666666666667	0	"GCF_002112245:NELHMEOL_00891"	"GCF_002112245:NZ_NBBE01000016.1:23642-23160"	"hypothetical protein"	""	NA	"g007207"	""
"g007265"	"g007265"	0.00630252100840335	1	0	0.666666666666667	0	"GCF_002112245:NELHMEOL_01318"	"GCF_002112245:NZ_NBBE01000030.1:13185-13583"	"hypothetical protein"	""	NA	"g007258"	""
"g007267"	"g007267"	0.0294117647058823	1	0	0.5	0	"GCF_002112245:NELHMEOL_01321"	"GCF_002112245:NZ_NBBE01000030.1:15049-20877"	"Chromosome partition protein Smc"	""	NA	"g007260"	""
"g007391"	"g007391"	0.0345022624434389	0	1	0	0.636363636363636	"GCF_002112805:EBDBMAHP_00499"	"GCF_002112805:NZ_NBBF01000011.1:10298-8424"	"hypothetical protein"	""	NA	"g007388"	""
"g007471"	"g007471"	0.000565610859728507	0	1	0	0.909090909090909	"GCF_002112805:EBDBMAHP_01707"	"GCF_002112805:NZ_NBBF01000075.1:9842-8601"	"Dipeptidase A"	"3.4.-.-"	NA	"g007470"	""
"g007479"	"g007479"	0.000969618616677441	0	1	0.166666666666667	1	"GCF_002112805:EBDBMAHP_01851"	"GCF_002112805:NZ_NBBF01000090.1:7003-7335"	"hypothetical protein"	""	NA	"g007478"	""
"g007640"	"g007640"	0.0090497737556561	1	1	0	0.727272727272727	"GCF_002128485:PCKCMGOB_01477"	"GCF_002128485:NZ_MIME01000099.1:5236-6180"	"HTH-type transcriptional regulator DegA"	""	NA	"g007639"	""
"g007657"	"g007657"	0.0090497737556561	0	1	0	0.727272727272727	"GCF_002128485:PCKCMGOB_01598"	"GCF_002128485:NZ_MIME01000106.1:2319-2660"	"hypothetical protein"	""	NA	"g007657"	""
"g007658"	"g007658"	0.00226244343891403	0	1	0	0.818181818181818	"GCF_002128485:PCKCMGOB_01600"	"GCF_002128485:NZ_MIME01000106.1:4252-4356"	"hypothetical protein"	""	NA	"g007658"	""
"g007689"	"g007689"	0.0294117647058823	1	1	0.5	1	"GCF_002128485:PCKCMGOB_01900"	"GCF_002128485:NZ_MIME01000132.1:176-865"	"hypothetical protein"	""	NA	"g007688"	""
"g007735"	"g007735"	0.0294117647058823	1	0	0.5	0	"GCF_002128495:FJBDDKHE_00330"	"GCF_002128495:NZ_MIMI01000057.1:7291-7770"	"hypothetical protein"	""	NA	"g007758"	""
"g007742"	"g007742"	0.0294117647058823	1	0	0.5	0	"GCF_002128495:FJBDDKHE_00343"	"GCF_002128495:NZ_MIMI01000057.1:14450-14551"	"hypothetical protein"	""	NA	"g007734"	""
"g007743"	"g007743"	0.00630252100840335	1	0	0.666666666666667	0	"GCF_002128495:FJBDDKHE_00344"	"GCF_002128495:NZ_MIMI01000057.1:14551-14760"	"hypothetical protein"	""	NA	"g007735"	""
"g007746"	"g007746"	0.00630252100840335	1	0	0.666666666666667	0	"GCF_002128495:FJBDDKHE_00350"	"GCF_002128495:NZ_MIMI01000057.1:17477-17911"	"hypothetical protein"	""	NA	"g007738"	""
"g007766"	"g007766"	0.00630252100840335	1	0	0.666666666666667	0	"GCF_002128495:FJBDDKHE_00536"	"GCF_002128495:NZ_MIMI01000061.1:61211-60993"	"hypothetical protein"	""	NA	"g007774"	""
"g007767"	"g007767"	0.00630252100840335	1	0	0.666666666666667	0	"GCF_002128495:FJBDDKHE_00537"	"GCF_002128495:NZ_MIMI01000061.1:62240-61290"	"hypothetical protein"	""	NA	"g007775"	""
"g007768"	"g007768"	0.00630252100840335	1	0	0.666666666666667	0	"GCF_002128495:FJBDDKHE_00543"	"GCF_002128495:NZ_MIMI01000061.1:65424-65002"	"hypothetical protein"	""	NA	"g007776"	""
"g007769"	"g007769"	0.000969618616677441	1	0	0.833333333333333	0	"GCF_002128495:FJBDDKHE_00546"	"GCF_002128495:NZ_MIMI01000061.1:66643-66879"	"hypothetical protein"	""	NA	"g007777"	""
"g007770"	"g007770"	0.000969618616677441	1	0	0.833333333333333	0	"GCF_002128495:FJBDDKHE_00547"	"GCF_002128495:NZ_MIMI01000061.1:67090-66857"	"hypothetical protein"	""	NA	"g007778"	""
"g007771"	"g007771"	0.00630252100840335	1	0	0.666666666666667	0	"GCF_002128495:FJBDDKHE_00549"	"GCF_002128495:NZ_MIMI01000061.1:67516-67638"	"hypothetical protein"	""	NA	"g007779"	""
"g007772"	"g007772"	0.00630252100840335	1	0	0.666666666666667	0	"GCF_002128495:FJBDDKHE_00550"	"GCF_002128495:NZ_MIMI01000061.1:67653-67859"	"hypothetical protein"	""	NA	"g007780"	""
"g007797"	"g007797"	0.00630252100840335	0	0	0.666666666666667	0	"GCF_002128495:FJBDDKHE_00643"	"GCF_002128495:NZ_MIMI01000061.1:144228-144755"	"hypothetical protein"	""	NA	"g007769"	""
"g007805"	"g007805"	0.00630252100840335	1	0	0.666666666666667	0	"GCF_002128495:FJBDDKHE_00787"	"GCF_002128495:NZ_MIMI01000066.1:7320-4438"	"hypothetical protein"	""	NA	"g007809"	""
"g007824"	"g007824"	0.00630252100840335	0	0	0.666666666666667	0	"GCF_002128495:FJBDDKHE_01048"	"GCF_002128495:NZ_MIMI01000073.1:2914-2585"	"hypothetical protein"	""	NA	"g007822"	""
"g007825"	"g007825"	0.00630252100840335	1	0	0.666666666666667	0	"GCF_002128495:FJBDDKHE_01049"	"GCF_002128495:NZ_MIMI01000073.1:3196-3014"	"hypothetical protein"	""	NA	"g007823"	""
"g007826"	"g007826"	0.00630252100840335	1	0	0.666666666666667	0	"GCF_002128495:FJBDDKHE_01050"	"GCF_002128495:NZ_MIMI01000073.1:3826-3269"	"hypothetical protein"	""	NA	"g007824"	""
"g007834"	"g007834"	0.0345022624434389	0	1	0	0.636363636363636	"GCF_002128495:FJBDDKHE_01158"	"GCF_002128495:NZ_MIMI01000078.1:934-1386"	"hypothetical protein"	""	NA	"g007837"	""
"g007835"	"g007835"	0.0427440206851972	0	0	0	0.545454545454545	"GCF_002128495:FJBDDKHE_01160"	"GCF_002128495:NZ_MIMI01000078.1:1789-2220"	"hypothetical protein"	""	NA	"g007832"	""
"g007841"	"g007841"	0.000565610859728507	0	1	0	0.909090909090909	"GCF_002128495:FJBDDKHE_01198"	"GCF_002128495:NZ_MIMI01000079.1:18078-17464"	"IS30 family transposase IS1070"	""	NA	"g007838"	""
"g007885"	"g007885"	0.0090497737556561	0	1	0	0.727272727272727	"GCF_002128495:FJBDDKHE_01600"	"GCF_002128495:NZ_MIMI01000095.1:12470-13084"	"hypothetical protein"	""	NA	"g007873"	""
"g007936"	"g007936"	0.0294117647058823	1	0	0.5	0	"GCF_002128495:FJBDDKHE_01897"	"GCF_002128495:NZ_MIMI01000118.1:877-1278"	"Arsenate reductase"	"1.20.4.4"	NA	"g007937"	"K03741"
"g007970"	"g007970"	0.00226244343891403	0	1	0	0.818181818181818	"GCF_002128515:BHCAHFPN_00123"	"GCF_002128515:NZ_MIMF01000014.1:1826-96"	"Phosphoenolpyruvate-protein phosphotransferase"	"2.7.3.9"	NA	"g007969"	"K08483"
"g007994"	"g007994"	0.00630252100840335	1	0	0.666666666666667	0	"GCF_002128515:BHCAHFPN_00311"	"GCF_002128515:NZ_MIMF01000036.1:4583-4870"	"Inner membrane protein YbaN"	""	NA	"g007993"	"K09790"
"g008007"	"g008007"	0.0090497737556561	0	1	0	0.727272727272727	"GCF_002128515:BHCAHFPN_00399"	"GCF_002128515:NZ_MIMF01000049.1:3657-4274"	"hypothetical protein"	""	NA	"g008006"	""
"g008008"	"g008008"	0.0090497737556561	0	1	0	0.727272727272727	"GCF_002128515:BHCAHFPN_00404"	"GCF_002128515:NZ_MIMF01000051.1:275-556"	"hypothetical protein"	""	NA	"g008008"	""
"g008086"	"g008086"	0.0276341305753071	0	1	0.333333333333333	0.909090909090909	"GCF_002128515:BHCAHFPN_00759"	"GCF_002128515:NZ_MIMF01000110.1:24664-25140"	"hypothetical protein"	""	NA	"g008081"	""
"g008134"	"g008134"	0.00630252100840335	0	0	0.666666666666667	0	"GCF_002128515:BHCAHFPN_01141"	"GCF_002128515:NZ_MIMF01000199.1:7604-1644"	"hypothetical protein"	""	NA	"g008138"	""
"g008135"	"g008135"	0.00630252100840335	0	0	0.666666666666667	0	"GCF_002128515:BHCAHFPN_01143"	"GCF_002128515:NZ_MIMF01000199.1:14171-7992"	"hypothetical protein"	""	NA	"g008133"	""
"g008164"	"g008164"	0.0497737556561086	0	1	0.166666666666667	0.727272727272727	"GCF_002128515:BHCAHFPN_01291"	"GCF_002128515:NZ_MIMF01000225.1:867-400"	"3-hydroxy-3-methylglutaryl-coenzyme A reductase"	"1.1.1.88"	NA	"g008163"	""
"g008274"	"g008274"	0.000969618616677441	1	1	0.833333333333333	0	"GCF_002128515:BHCAHFPN_02256"	"GCF_002128515:NZ_MIMF01000361.1:765-1595"	"hypothetical protein"	""	NA	"g008275"	""
"g008341"	"g008341"	0.000565610859728507	0	1	0	0.909090909090909	"GCF_002128525:AIBJEHHB_00400"	"GCF_002128525:NZ_MIMH01000062.1:34489-35505"	"IS66 family transposase ISAeh1"	""	NA	"g008340"	""
"g008347"	"g008347"	0.000565610859728507	0	1	0	0.909090909090909	"GCF_002128525:AIBJEHHB_00445"	"GCF_002128525:NZ_MIMH01000064.1:21900-22820"	"hypothetical protein"	""	NA	"g008345"	""
"g008349"	"g008349"	0.0427440206851972	0	1	0	0.545454545454545	"GCF_002128525:AIBJEHHB_00448"	"GCF_002128525:NZ_MIMH01000064.1:26046-24979"	"Restriction enzyme BgcI subunit beta"	"3.1.21.-"	NA	"g008348"	""
"g008353"	"g008353"	0.0294117647058823	1	0	0.5	0	"GCF_002128525:AIBJEHHB_00555"	"GCF_002128525:NZ_MIMH01000066.1:76668-75799"	"hypothetical protein"	""	NA	"g008351"	""
"g008496"	"g008496"	0.00541370394311571	0	1	0.166666666666667	0.909090909090909	"GCF_002128525:AIBJEHHB_01941"	"GCF_002128525:NZ_MIMH01000127.1:8014-7232"	"hypothetical protein"	""	NA	"g008495"	""
"g008509"	"g008509"	0.0497737556561086	1	1	0.166666666666667	0.727272727272727	"GCF_002128525:AIBJEHHB_02040"	"GCF_002128525:NZ_MIMH01000134.1:2661-2131"	"hypothetical protein"	""	NA	"g008508"	""
"g008521"	"g008521"	0.00630252100840335	0	0	0.666666666666667	0	"GCF_002128525:AIBJEHHB_02094"	"GCF_002128525:NZ_MIMH01000141.1:4857-5051"	"hypothetical protein"	""	NA	"g008520"	""
"g008556"	"g008556"	0.0294117647058823	0	0	0.5	0	"GCF_002128555:JGPEFCEK_00292"	"GCF_002128555:NZ_MIMJ01000047.1:1399-203"	"hypothetical protein"	""	NA	"g008555"	""
"g008557"	"g008557"	0.0294117647058823	0	0	0.5	0	"GCF_002128555:JGPEFCEK_00335"	"GCF_002128555:NZ_MIMJ01000055.1:32814-32999"	"hypothetical protein"	""	NA	"g008556"	""
"g008575"	"g008575"	0.0294117647058823	1	0	0.5	0	"GCF_002128555:JGPEFCEK_00834"	"GCF_002128555:NZ_MIMJ01000089.1:12763-12530"	"hypothetical protein"	""	NA	"g008567"	""
"g008657"	"g008657"	0.0090497737556561	0	1	0	0.727272727272727	"GCF_002128555:JGPEFCEK_01826"	"GCF_002128555:NZ_MIMJ01000139.1:9701-8754"	"Modification methylase PvuII"	"2.1.1.113"	NA	"g008656"	""
"g008658"	"g008658"	0.0090497737556561	0	1	0	0.727272727272727	"GCF_002128555:JGPEFCEK_01838"	"GCF_002128555:NZ_MIMJ01000141.1:1457-1747"	"hypothetical protein"	""	NA	"g008657"	""
"g008671"	"g008671"	0.00630252100840335	1	0	0.666666666666667	0	"GCF_002128555:JGPEFCEK_02014"	"GCF_002128555:NZ_MIMJ01000156.1:618-115"	"hypothetical protein"	""	NA	"g008671"	""
"g008703"	"g008703"	0.0294117647058823	0	0	0.5	0	"GCF_002128585:PGNJNOLJ_00106"	"GCF_002128585:NZ_MIMK01000017.1:1124-1600"	"hypothetical protein"	""	NA	"g008701"	""
"g008706"	"g008706"	0.0345022624434389	0	1	0.166666666666667	0.818181818181818	"GCF_002128585:PGNJNOLJ_00180"	"GCF_002128585:NZ_MIMK01000027.1:1442-1633"	"hypothetical protein"	""	NA	"g008705"	""
"g008707"	"g008707"	0.0294117647058823	0	0	0.5	0	"GCF_002128585:PGNJNOLJ_00189"	"GCF_002128585:NZ_MIMK01000031.1:1483-986"	"hypothetical protein"	""	NA	"g008706"	""
"g008772"	"g008772"	0.0345022624434389	0	0	0	0.636363636363636	"GCF_002128585:PGNJNOLJ_01607"	"GCF_002128585:NZ_MIMK01000105.1:54872-54708"	"hypothetical protein"	""	NA	"g008771"	""
"g008845"	"g008845"	0.0345022624434389	0	1	0	0.636363636363636	"GCF_002128605:ACBDPLKE_01152"	"GCF_002128605:NZ_MIMO01000074.1:1111-569"	"hypothetical protein"	""	NA	"g008844"	""
"g008846"	"g008846"	0.0345022624434389	0	1	0	0.636363636363636	"GCF_002128605:ACBDPLKE_01157"	"GCF_002128605:NZ_MIMO01000074.1:7784-8044"	"hypothetical protein"	""	NA	"g008848"	""
"g008863"	"g008863"	0.0090497737556561	0	1	0	0.727272727272727	"GCF_002128605:ACBDPLKE_01557"	"GCF_002128605:NZ_MIMO01000097.1:9375-8815"	"Glucose-1-phosphate thymidylyltransferase"	"2.7.7.24"	NA	"g008862"	"K00973"
"g008894"	"g008894"	0.00630252100840335	1	0	0.666666666666667	0	"GCF_002128615:FFKPPNOF_00004"	"GCF_002128615:NZ_MIMR01000003.1:102-1463"	"Inulosucrase"	"2.4.1.9"	NA	"g008893"	""
"g009009"	"g009009"	0.0497737556561086	1	0	0.833333333333333	0.272727272727273	"GCF_002128615:FFKPPNOF_01094"	"GCF_002128615:NZ_MIMR01000160.1:1285-68"	"Guanine/hypoxanthine permease PbuG"	""	NA	"g009008"	"K06901"
"g009088"	"g009088"	0.0090497737556561	1	1	0	0.727272727272727	"GCF_002128615:FFKPPNOF_01889"	"GCF_002128615:NZ_MIMR01000225.1:1006-1323"	"hypothetical protein"	""	NA	"g009085"	""
"g009089"	"g009089"	0.0090497737556561	1	1	0	0.727272727272727	"GCF_002128615:FFKPPNOF_01913"	"GCF_002128615:NZ_MIMR01000228.1:4713-2296"	"Phenylalanine--tRNA ligase beta subunit"	"6.1.1.20"	NA	"g009092"	"K01890"
"g009126"	"g009126"	0.0345022624434389	0	1	0	0.636363636363636	"GCF_002128635:HBEKBMBG_00651"	"GCF_002128635:NZ_MIMS01000056.1:28793-28275"	"hypothetical protein"	""	NA	"g009125"	""
"g009127"	"g009127"	0.0345022624434389	0	1	0	0.636363636363636	"GCF_002128635:HBEKBMBG_00662"	"GCF_002128635:NZ_MIMS01000057.1:18030-17155"	"hypothetical protein"	""	NA	"g009126"	""
"g009128"	"g009128"	0.0345022624434389	0	1	0	0.636363636363636	"GCF_002128635:HBEKBMBG_00663"	"GCF_002128635:NZ_MIMS01000057.1:18478-18011"	"hypothetical protein"	""	NA	"g009127"	""
"g009129"	"g009129"	0.00226244343891403	0	1	0	0.818181818181818	"GCF_002128635:HBEKBMBG_00664"	"GCF_002128635:NZ_MIMS01000057.1:19547-18438"	"hypothetical protein"	""	NA	"g009128"	""
"g009178"	"g009178"	0.00630252100840335	1	0	0.666666666666667	0	"GCF_002128635:HBEKBMBG_00948"	"GCF_002128635:NZ_MIMS01000065.1:82222-82530"	"hypothetical protein"	""	NA	"g009177"	""
"g009260"	"g009260"	0.0345022624434389	1	0	0.833333333333333	0.181818181818182	"GCF_002128635:HBEKBMBG_01956"	"GCF_002128635:NZ_MIMS01000141.1:343-143"	"Cold shock protein 2"	""	NA	"g009259"	"K03704"
"g009299"	"g009299"	0.00630252100840335	0	0	0.666666666666667	0	"GCF_002128655:HEFLENNC_00800"	"GCF_002128655:NZ_MIMT01000072.1:26146-28473"	"hypothetical protein"	""	NA	"g009298"	""
"g009319"	"g009319"	0.0345022624434389	0	1	0	0.636363636363636	"GCF_002128655:HEFLENNC_01444"	"GCF_002128655:NZ_MIMT01000102.1:4348-5388"	"dTDP-glucose 4,6-dehydratase"	"4.2.1.46"	NA	"g009318"	"K01710"
"g009326"	"g009326"	0.0090497737556561	0	1	0	0.727272727272727	"GCF_002128655:HEFLENNC_01599"	"GCF_002128655:NZ_MIMT01000113.1:6109-6717"	"hypothetical protein"	""	NA	"g009325"	""
"g009344"	"g009344"	0.0497737556561086	1	1	0.166666666666667	0.727272727272727	"GCF_002128655:HEFLENNC_01846"	"GCF_002128655:NZ_MIMT01000131.1:1815-2315"	"hypothetical protein"	""	NA	"g009343"	""
"g009353"	"g009353"	0.0276341305753071	1	0	0.666666666666667	0.0909090909090909	"GCF_002128655:HEFLENNC_01984"	"GCF_002128655:NZ_MIMT01000149.1:4589-5917"	"Phosphoenolpyruvate synthase"	"2.7.9.2"	NA	"g009352"	"K01007"
"g009362"	"g009362"	0.0294117647058823	0	0	0.5	0	"GCF_002128685:IPAEHLHO_00065"	"GCF_002128685:NZ_MIMU01000011.1:36443-37936"	"hypothetical protein"	""	NA	"g009361"	""
"g009408"	"g009408"	0.00630252100840335	0	0	0.666666666666667	0	"GCF_002128685:IPAEHLHO_00372"	"GCF_002128685:NZ_MIMU01000066.1:35183-35320"	"hypothetical protein"	""	NA	"g009406"	""
"g009432"	"g009432"	0.0090497737556561	0	1	0	0.727272727272727	"GCF_002128685:IPAEHLHO_00552"	"GCF_002128685:NZ_MIMU01000084.1:12483-12995"	"hypothetical protein"	""	NA	"g009421"	""
"g009449"	"g009449"	0.0427440206851972	0	1	0	0.545454545454545	"GCF_002128685:IPAEHLHO_00581"	"GCF_002128685:NZ_MIMU01000084.1:39264-40409"	"hypothetical protein"	""	NA	"g009441"	""
"g009541"	"g009541"	0.00630252100840335	1	0	0.666666666666667	0	"GCF_002128685:IPAEHLHO_01487"	"GCF_002128685:NZ_MIMU01000115.1:2252-1989"	"hypothetical protein"	""	NA	"g009540"	""
"g009560"	"g009560"	0.0497737556561086	1	1	0.166666666666667	0.727272727272727	"GCF_002128685:IPAEHLHO_01814"	"GCF_002128685:NZ_MIMU01000132.1:8800-6923"	"hypothetical protein"	""	NA	"g009559"	""
"g009569"	"g009569"	0.000969618616677441	0	1	0.166666666666667	1	"GCF_002128685:IPAEHLHO_01884"	"GCF_002128685:NZ_MIMU01000139.1:3704-3015"	"Alkaline phosphatase synthesis transcriptional regulatory protein PhoP"	""	NA	"g009568"	"K07658"
"g009585"	"g009585"	0.0345022624434389	0	1	0	0.636363636363636	"GCF_002128685:IPAEHLHO_02060"	"GCF_002128685:NZ_MIMU01000150.1:40898-37245"	"Chromosome partition protein Smc"	""	NA	"g009584"	""
"g009719"	"g009719"	0.000565610859728507	0	1	0	0.909090909090909	"GCF_002128705:EEPHOFBM_00658"	"GCF_002128705:NZ_MIMW01000051.1:6355-8589"	"hypothetical protein"	""	NA	"g009720"	""
"g009720"	"g009720"	0.00226244343891403	0	1	0	0.818181818181818	"GCF_002128705:EEPHOFBM_00662"	"GCF_002128705:NZ_MIMW01000051.1:11274-12206"	"hypothetical protein"	""	NA	"g009717"	""
"g009766"	"g009766"	0.0345022624434389	0	1	0	0.636363636363636	"GCF_002128705:EEPHOFBM_01268"	"GCF_002128705:NZ_MIMW01000073.1:109-2205"	"hypothetical protein"	""	NA	"g009765"	""
"g009767"	"g009767"	0.0345022624434389	0	1	0	0.636363636363636	"GCF_002128705:EEPHOFBM_01278"	"GCF_002128705:NZ_MIMW01000073.1:11609-11974"	"hypothetical protein"	""	NA	"g009766"	""
"g009780"	"g009780"	0.0294117647058823	0	0	0.5	0	"GCF_002128705:EEPHOFBM_01445"	"GCF_002128705:NZ_MIMW01000081.1:34263-34850"	"hypothetical protein"	""	NA	"g009779"	""
"g009831"	"g009831"	0.0294117647058823	1	0	0.5	0	"GCF_002128705:EEPHOFBM_01837"	"GCF_002128705:NZ_MIMW01000103.1:39388-40080"	"hypothetical protein"	""	NA	"g009829"	""
"g009875"	"g009875"	0.0497737556561086	1	0	0.833333333333333	0.272727272727273	"GCF_002128715:IKBFNBGL_00224"	"GCF_002128715:NZ_MIML01000045.1:407-78"	"hypothetical protein"	""	NA	"g009874"	""
"g009938"	"g009938"	0.00630252100840335	1	0	0.666666666666667	0	"GCF_002128715:IKBFNBGL_01248"	"GCF_002128715:NZ_MIML01000079.1:8091-8519"	"Peptide methionine sulfoxide reductase MsrB"	"1.8.4.12"	NA	"g009937"	""
"g009953"	"g009953"	0.00630252100840335	1	0	0.666666666666667	0	"GCF_002128715:IKBFNBGL_01435"	"GCF_002128715:NZ_MIML01000089.1:1953-1495"	"hypothetical protein"	""	NA	"g009950"	""
"g009966"	"g009966"	0.0090497737556561	0	1	0	0.727272727272727	"GCF_002128715:IKBFNBGL_01480"	"GCF_002128715:NZ_MIML01000093.1:9149-8652"	"hypothetical protein"	""	NA	"g009965"	""
"g010025"	"g010025"	0.0294117647058823	0	0	0.5	0	"GCF_002128715:IKBFNBGL_01950"	"GCF_002128715:NZ_MIML01000140.1:34890-34366"	"hypothetical protein"	""	NA	"g010021"	""
"g010033"	"g010033"	0.0427440206851972	0	1	0	0.545454545454545	"GCF_002128745:CHBKGCCL_00018"	"GCF_002128745:NZ_MIMP01000007.1:2234-1746"	"Cyclic pyranopterin monophosphate synthase"	"4.6.1.17"	NA	"g010032"	"K03637"
"g010035"	"g010035"	0.0294117647058823	1	1	0.5	1	"GCF_002128745:CHBKGCCL_00104"	"GCF_002128745:NZ_MIMP01000022.1:128-694"	"Triosephosphate isomerase"	"5.3.1.1"	NA	"g010034"	""
"g010063"	"g010063"	0.0054137039431157	1	0	0.833333333333333	0.0909090909090909	"GCF_002128745:CHBKGCCL_01243"	"GCF_002128745:NZ_MIMP01000086.1:4950-5819"	"Glucose-1-phosphate thymidylyltransferase"	"2.7.7.24"	NA	"g010062"	"K00973"
"g010072"	"g010072"	0.0090497737556561	0	1	0	0.727272727272727	"GCF_002128745:CHBKGCCL_01604"	"GCF_002128745:NZ_MIMP01000109.1:5870-7807"	"tetracycline resistance ribosomal protection protein Tet(W)"	""	NA	"g010071"	""
"g010092"	"g010092"	0.0345022624434389	1	1	0	0.636363636363636	"GCF_002128745:CHBKGCCL_01934"	"GCF_002128745:NZ_MIMP01000138.1:3897-199"	"hypothetical protein"	""	NA	"g010091"	""
"g010158"	"g010158"	0.00630252100840335	1	0	0.666666666666667	0	"GCF_002128755:IDEDFIAE_01128"	"GCF_002128755:NZ_MIMN01000033.1:65082-62797"	"hypothetical protein"	""	NA	"g010157"	""
"g010163"	"g010163"	0.0294117647058823	0	0	0.5	0	"GCF_002128755:IDEDFIAE_01144"	"GCF_002128755:NZ_MIMN01000033.1:77509-76241"	"hypothetical protein"	""	NA	"g010162"	""
"g010187"	"g010187"	0.0427440206851972	0	1	0	0.545454545454545	"GCF_002128755:IDEDFIAE_01213"	"GCF_002128755:NZ_MIMN01000037.1:106-726"	"hypothetical protein"	""	NA	"g010186"	"K03630"
"g010188"	"g010188"	0.0427440206851972	0	1	0	0.545454545454545	"GCF_002128755:IDEDFIAE_01245"	"GCF_002128755:NZ_MIMN01000039.1:725-1225"	"hypothetical protein"	""	NA	"g010194"	""
"g010189"	"g010189"	0.0427440206851972	0	1	0	0.545454545454545	"GCF_002128755:IDEDFIAE_01246"	"GCF_002128755:NZ_MIMN01000039.1:1225-1947"	"hypothetical protein"	""	NA	"g010187"	""
"g010190"	"g010190"	0.0345022624434389	0	0	0	0.636363636363636	"GCF_002128755:IDEDFIAE_01247"	"GCF_002128755:NZ_MIMN01000039.1:1968-2909"	"O-antigen biosynthesis glycosyltransferase WbnK"	"2.4.1.308"	NA	"g010188"	"K21367"
"g010191"	"g010191"	0.0345022624434389	0	1	0	0.636363636363636	"GCF_002128755:IDEDFIAE_01248"	"GCF_002128755:NZ_MIMN01000039.1:2902-3765"	"hypothetical protein"	""	NA	"g010189"	""
"g010192"	"g010192"	0.0427440206851972	0	1	0	0.545454545454545	"GCF_002128755:IDEDFIAE_01249"	"GCF_002128755:NZ_MIMN01000039.1:3799-5043"	"hypothetical protein"	""	NA	"g010190"	""
"g010194"	"g010194"	0.0427440206851972	0	1	0	0.545454545454545	"GCF_002128755:IDEDFIAE_01251"	"GCF_002128755:NZ_MIMN01000039.1:5600-7054"	"hypothetical protein"	""	NA	"g010192"	""
"g010210"	"g010210"	0.0090497737556561	0	1	0	0.727272727272727	"GCF_002128755:IDEDFIAE_01565"	"GCF_002128755:NZ_MIMN01000056.1:4070-4816"	"Tyrosine-protein kinase YwqD"	"2.7.10.2"	NA	"g010209"	""
"g010211"	"g010211"	0.0345022624434389	0	1	0	0.636363636363636	"GCF_002128755:IDEDFIAE_01566"	"GCF_002128755:NZ_MIMN01000056.1:4841-5491"	"UDP-N-acetylgalactosamine-undecaprenyl-phosphate N-acetylgalactosaminephosphotransferase"	"2.7.8.40"	NA	"g010210"	"K21303"
"g010244"	"g010244"	0.0345022624434389	0	0	0	0.636363636363636	"GCF_002128765:PKNMFPPP_00004"	"GCF_002128765:NZ_MIMV01000001.1:6718-1478"	"hypothetical protein"	""	NA	"g010243"	""
"g010262"	"g010262"	0.0294117647058823	1	0	0.5	0	"GCF_002128765:PKNMFPPP_00113"	"GCF_002128765:NZ_MIMV01000015.1:1079-1270"	"hypothetical protein"	""	NA	"g010261"	""
"g010263"	"g010263"	0.0294117647058823	1	0	0.5	0	"GCF_002128765:PKNMFPPP_00114"	"GCF_002128765:NZ_MIMV01000015.1:2793-1585"	"hypothetical protein"	""	NA	"g010262"	""
"g010278"	"g010278"	0.000565610859728507	0	1	0	0.909090909090909	"GCF_002128765:PKNMFPPP_00218"	"GCF_002128765:NZ_MIMV01000029.1:2247-2369"	"hypothetical protein"	""	NA	"g010276"	""
"g010327"	"g010327"	0.00630252100840335	1	0	0.666666666666667	0	"GCF_002128765:PKNMFPPP_00538"	"GCF_002128765:NZ_MIMV01000080.1:1359-58"	"hypothetical protein"	""	NA	"g010326"	""
"g010419"	"g010419"	0.00226244343891403	0	1	0	0.818181818181818	"GCF_002128765:PKNMFPPP_01665"	"GCF_002128765:NZ_MIMV01000204.1:13765-13956"	"hypothetical protein"	""	NA	"g010411"	""
"g010422"	"g010422"	0.0345022624434389	0	0	0	0.636363636363636	"GCF_002128765:PKNMFPPP_01686"	"GCF_002128765:NZ_MIMV01000205.1:10873-11181"	"hypothetical protein"	""	NA	"g010420"	""
"g010423"	"g010423"	0.0345022624434389	0	1	0	0.636363636363636	"GCF_002128765:PKNMFPPP_01688"	"GCF_002128765:NZ_MIMV01000205.1:11670-12107"	"hypothetical protein"	""	NA	"g010421"	""
